"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"326"	"Q08708"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 21..183; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 205..224; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 184..204; /note=Helical; /evidence=ECO:0000255"
"330"	"P34810"	"SUBCELLULAR LOCATION: [Isoform Short]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Long]: Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 22..319; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 345..354; /note=Cytoplasmic; /evidence=ECO:0000255|PROSITE-ProRule:PRU00740"	"TRANSMEM 320..344; /note=Helical; /evidence=ECO:0000255|PROSITE-ProRule:PRU00740"
"332"	"Q01151"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..144; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 167..205; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 145..166; /note=Helical; /evidence=ECO:0000255"
"333"	"Q9UIB8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11389028, ECO:0000269|PubMed:12962726}; Single-pass type I membrane protein {ECO:0000269|PubMed:11389028, ECO:0000269|PubMed:12962726}."	NA	"TOPO_DOM 22..225; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 247..345; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 226..246; /note=Helical; /evidence=ECO:0000255"
"334"	"Q9NPY3"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..580; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 602..652; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 581..601; /note=Helical; /evidence=ECO:0000255"
"336"	"P55289"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 55..609; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 638..794; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 610..637; /note=Helical; /evidence=ECO:0000255"
"337"	"Q86UP0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 45..641; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 663..819; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 642..662; /note=Helical; /evidence=ECO:0000255"
"347"	"Q9UHN6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28246172}; Single-pass type II membrane protein {ECO:0000269|PubMed:28246172}."	NA	"TOPO_DOM 1..82; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 104..1383; /note=Extracellular; /evidence=ECO:0000305"	"TRANSMEM 83..103; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"369"	"Q8IZ52"	"SUBCELLULAR LOCATION: [Isoform 1]: Golgi apparatus, Golgi stack membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Cytoplasm, cytosol {ECO:0000269|PubMed:22082830}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm, cytosol {ECO:0000269|PubMed:22082830}. Mitochondrion {ECO:0000269|PubMed:22082830}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion matrix {ECO:0000269|PubMed:22082830}."	NA	"TOPO_DOM 1..15; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 35..775; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 16..34; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"372"	"Q9NS84"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..13; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 35..486; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 14..34; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"394"	"Q9H4D0"	"SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q9ER65}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9ER65}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9ER65}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q9ER65}. Note=Most prominent in the postsynaptic specializations of asymmetric (type I) synapses with both axodendritic and axospinous localization. {ECO:0000250|UniProtKB:Q9ER65}."	NA	"TOPO_DOM 21..831; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 853..955; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 832..852; /note=Helical; /evidence=ECO:0000255"
"398"	"Q9HBJ8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22628310}; Single-pass type I membrane protein {ECO:0000255}. Note=Localizes to the brush border membranes of cells in the proximal tubules of kidney (By similarity). Colocalizes with SLC6A19 in the early proximal S1 tubule (By similarity). {ECO:0000250|UniProtKB:Q9ESG4}."	NA	"TOPO_DOM 15..141; /note=Extracellular; /evidence=ECO:0000305|PubMed:22628310; TOPO_DOM 163..222; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:22628310"	"TRANSMEM 142..162; /note=Helical; /evidence=ECO:0000255|PROSITE-ProRule:PRU01354"
"410"	"Q6PJW8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19864490}; Single-pass membrane protein {ECO:0000269|PubMed:19864490}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:19864490}; Single-pass membrane protein {ECO:0000269|PubMed:19864490}. Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:19864490}. Note=Located predominantly in the trans-Golgi network. Probably trafficks between the trans-Golgi network and the cell membrane via the secretory pathway."	NA	"TOPO_DOM 1..664; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 686..725; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 665..685; /note=Helical; /evidence=ECO:0000255"
"413"	"Q8WYK1"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 25..1237; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1259..1306; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1238..1258; /note=Helical; /evidence=ECO:0000255"
"419"	"Q9BXS0"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Note=After proteolytic cleavage, CLAC is secreted."	NA	"TOPO_DOM 1..33; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 55..654; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 34..54; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"429"	"Q5KU26"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11162630}; Single-pass type II membrane protein {ECO:0000269|PubMed:11162630}. Note=Forms clusters on the cell surface."	NA	"TOPO_DOM 1..37; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 59..742; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 38..58; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"435"	"P21964"	"SUBCELLULAR LOCATION: [Isoform Soluble]: Cytoplasm {ECO:0000269|PubMed:11559542}.; SUBCELLULAR LOCATION: [Isoform Membrane-bound]: Cell membrane {ECO:0000269|PubMed:21846718}; Single-pass type II membrane protein {ECO:0000269|PubMed:21846718}; Extracellular side {ECO:0000269|PubMed:21846718}."	NA	"TOPO_DOM 1..6; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 27..271; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 7..26; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"447"	"P82279"	"SUBCELLULAR LOCATION: [Isoform 1]: Apical cell membrane {ECO:0000250|UniProtKB:Q8VHS2}; Single-pass type I membrane protein {ECO:0000255}. Secreted {ECO:0000305}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:Q8VHS2}. Photoreceptor inner segment {ECO:0000250|UniProtKB:Q8VHS2}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted."	NA	"TOPO_DOM 26..1347; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1369..1406; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1348..1368; /note=Helical; /evidence=ECO:0000255"
"459"	"P07333"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..517; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 539..972; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 518..538; /note=Helical; /evidence=ECO:0000255"
"462"	"Q96PZ7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..3487; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 3509..3564; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 3488..3508; /note=Helical; /evidence=ECO:0000255"
"483"	"Q9H2A7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Secreted. Note=Also exists as a soluble form."	NA	"TOPO_DOM 30..205; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 227..254; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 206..226; /note=Helical; /evidence=ECO:0000255"
"487"	"P00167"	"SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum membrane; Single-pass membrane protein; Cytoplasmic side. Microsome membrane; Single-pass membrane protein; Cytoplasmic side.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm."	NA	NA	"TRANSMEM 109..131; /note=Helical; /evidence=ECO:0000255"
"495"	"P08684"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Microsome membrane {ECO:0000269|PubMed:21576599}; Single-pass membrane protein."	NA	NA	"TRANSMEM 2..22; /note=Helical; /evidence=ECO:0000255"
"506"	"Q14118"	"SUBCELLULAR LOCATION: [Alpha-dystroglycan]: Secreted, extracellular space.; SUBCELLULAR LOCATION: [Beta-dystroglycan]: Cell membrane {ECO:0000269|PubMed:18764929}; Single-pass type I membrane protein. Cytoplasm, cytoskeleton. Nucleus, nucleoplasm {ECO:0000269|PubMed:18764929}. Cell membrane, sarcolemma {ECO:0000250}. Postsynaptic cell membrane {ECO:0000250}. Note=The monomeric form translocates to the nucleus via the action of importins and depends on RAN. Nuclear transport is inhibited by Tyr-892 phosphorylation. In skeletal muscle, this phosphorylated form locates to a vesicular internal membrane compartment. In muscle cells, sarcolemma localization requires the presence of ANK2, while localization to costameres requires the presence of ANK3. Localizes to neuromuscular junctions (NMJs) in the presence of ANK2 (By similarity). In peripheral nerves, localizes to the Schwann cell membrane. Colocalizes with ERM proteins in Schwann-cell microvilli. {ECO:0000250}."	NA	"TOPO_DOM 654..749; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 776..895; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 750..775; /note=Helical; /evidence=ECO:0000255"
"510"	"P09172"	"SUBCELLULAR LOCATION: [Soluble dopamine beta-hydroxylase]: Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000269|PubMed:7961964}. Cytoplasmic vesicle, secretory vesicle, chromaffin granule lumen {ECO:0000269|PubMed:7961964}. Secreted {ECO:0000269|PubMed:7961964, ECO:0000269|PubMed:8546710}.; SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000269|PubMed:7961964}; Single-pass type II membrane protein {ECO:0000305}. Cytoplasmic vesicle, secretory vesicle, chromaffin granule membrane {ECO:0000269|PubMed:7961964}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..16; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 38..617; /note=Intragranular; /evidence=ECO:0000255"	"TRANSMEM 17..37; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"517"	"P40126"	"SUBCELLULAR LOCATION: Melanosome membrane {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}; Single-pass type I membrane protein {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000250|UniProtKB:P29812}. Note=Proper trafficking to melanosome is regulated by SGSM2, ANKRD27, RAB9A, RAB32 and RAB38. {ECO:0000250|UniProtKB:P29812}."	NA	"TOPO_DOM 24..472; /note=Lumenal, melanosome; /evidence=ECO:0000255; TOPO_DOM 494..519; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 473..493; /note=Helical; /evidence=ECO:0000255"
"540"	"Q92813"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 10..34; /note=Helical; /evidence=ECO:0000255"
"541"	"P55073"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12419801}; Single-pass type II membrane protein {ECO:0000269|PubMed:12419801}. Endosome membrane {ECO:0000269|PubMed:12419801}; Single-pass type II membrane protein {ECO:0000269|PubMed:12419801}."	NA	"TOPO_DOM 1..44; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..304; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 45..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"543"	"Q5VUD6"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..30; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 52..431; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 31..51; /note=Helical; /evidence=ECO:0000255"
"552"	"Q6UY11"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..306; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 328..383; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 307..327; /note=Helical; /evidence=ECO:0000255"
"554"	"Q09013"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Nucleus outer membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Mitochondrion outer membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Sarcoplasmic reticulum membrane {ECO:0000250}. Cell membrane {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}. Note=Localizes to sarcoplasmic reticulum membranes of cardiomyocytes. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion membrane.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion membrane."	NA	"TOPO_DOM 1..590; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 612..629; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 591..611; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"559"	"Q9Y2G8"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:32492081}; Single-pass type IV membrane protein {ECO:0000305}."	NA	"TOPO_DOM 26..535; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 557..782; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 536..556; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"584"	"Q19T08"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cytoplasm."	NA	"TOPO_DOM 25..124; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 146..205; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 125..145; /note=Helical; /evidence=ECO:0000255"
"585"	"Q92838"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O54693}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:O54693}.; SUBCELLULAR LOCATION: [Ectodysplasin-A, secreted form]: Secreted {ECO:0000269|PubMed:11309369, ECO:0000269|PubMed:34582123}."	NA	"TOPO_DOM 1..41; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 63..391; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 42..62; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"601"	"Q5R3F8"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	"TOPO_DOM 23..397; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 419..820; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 398..418; /note=Helical; /evidence=ECO:0000255"
"610"	"Q6UW88"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 23..110; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 132..154; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 111..131; /note=Helical; /evidence=ECO:0000255"
"611"	"Q8IUS5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 17..37; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"620"	"O14944"	"SUBCELLULAR LOCATION: [Epiregulin]: Secreted, extracellular space {ECO:0000269|PubMed:9337852}.; SUBCELLULAR LOCATION: [Proepiregulin]: Cell membrane {ECO:0000269|PubMed:9337852}; Single-pass type I membrane protein {ECO:0000269|PubMed:9337852}."	NA	"TOPO_DOM 60..119; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 141..169; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 120..140; /note=Helical; /evidence=ECO:0000255"
"628"	"P03372"	"SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00407, ECO:0000269|PubMed:12682286, ECO:0000269|PubMed:20074560}. Cytoplasm {ECO:0000269|PubMed:12682286, ECO:0000269|PubMed:24498420}. Cell membrane {ECO:0000269|PubMed:12682286}; Peripheral membrane protein {ECO:0000269|PubMed:12682286}; Cytoplasmic side {ECO:0000269|PubMed:12682286}. Note=A minor fraction is associated with the inner membrane.; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus. Cytoplasm. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell membrane; Single-pass type I membrane protein. Note=Associated with the inner membrane via palmitoylation (Probable). At least a subset exists as a transmembrane protein with a N-terminal extracellular domain. {ECO:0000305}.; SUBCELLULAR LOCATION: Nucleus. Golgi apparatus. Cell membrane. Note=Colocalizes with ZDHHC7 and ZDHHC21 in the Golgi apparatus where most probably palmitoylation occurs. Associated with the plasma membrane when palmitoylated."	NA	NA	NA
"631"	"Q9H8M9"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17492404}; Single-pass membrane protein {ECO:0000269|PubMed:17492404}. Lysosome membrane {ECO:0000269|PubMed:17492404}; Single-pass membrane protein {ECO:0000269|PubMed:17492404}."	NA	NA	"TRANSMEM 35..55; /note=Helical; /evidence=ECO:0000255"
"640"	"Q92935"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..9; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 31..676; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 10..30; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"642"	"P13726"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000269|PubMed:12652293}; Single-pass type I membrane protein {ECO:0000269|PubMed:12652293}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:12652293}."	NA	"TOPO_DOM 33..251; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 275..295; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 252..274; /note=Helical; /evidence=ECO:0000255"
"668"	"Q9NYQ8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction {ECO:0000269|PubMed:17900869}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:O88277}. Note=Localized at adhesion zippers (early state of adherens junctions) of keratinocytes. {ECO:0000269|PubMed:17900869}."	NA	"TOPO_DOM 19..4048; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4070..4349; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4049..4069; /note=Helical; /evidence=ECO:0000255"
"675"	"P12314"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12756162, ECO:0000269|PubMed:8611682}; Single-pass type I membrane protein {ECO:0000269|PubMed:12756162, ECO:0000269|PubMed:8611682}. Note=Stabilized at the cell membrane through interaction with FCER1G."	NA	"TOPO_DOM 16..292; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 314..374; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 293..313; /note=Helical; /evidence=ECO:0000255"
"676"	"Q92637"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1430234}; Single-pass type I membrane protein {ECO:0000269|PubMed:1430234}."	NA	"TOPO_DOM 16..198; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 220..280; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 199..219; /note=Helical; /evidence=ECO:0000255"
"683"	"P21802"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Golgi apparatus. Cytoplasmic vesicle. Note=Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Note=After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass type I membrane protein. Note=After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 8]: Secreted.; SUBCELLULAR LOCATION: [Isoform 13]: Secreted."	NA	"TOPO_DOM 22..377; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 399..821; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 378..398; /note=Helical; /evidence=ECO:0000255"
"684"	"Q8N441"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:12813049}; Single-pass type I membrane protein {ECO:0000269|PubMed:12813049}. Note=Predominantly localized in the plasma membrane but also detected in the Golgi and in secretory vesicles."	NA	"TOPO_DOM 25..378; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 400..504; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 379..399; /note=Helical; /evidence=ECO:0000255"
"692"	"P31512"	"SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250|UniProtKB:Q8K4B7}; Single-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8K4B7}; Single-pass membrane protein {ECO:0000255}."	NA	NA	"TRANSMEM 517..537; /note=Helical; /evidence=ECO:0000255"
"709"	"P22083"	"SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Membrane-bound form in trans cisternae of Golgi."	NA	"TOPO_DOM 1..147; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 173..530; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 148..172; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"721"	"Q99999"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..14; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 36..423; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 15..35; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"722"	"Q8N428"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..6; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 27..558; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 7..26; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"723"	"Q6P9A2"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..12; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 36..607; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 13..35; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"724"	"Q7Z7M9"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..12; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 36..940; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 13..35; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"725"	"Q9NY28"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9HCQ5}; Single-pass type II membrane protein {ECO:0000255}."	NA	"TOPO_DOM 1..6; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 30..637; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 7..29; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"726"	"Q9HCQ5"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..6; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 30..603; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 7..29; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"728"	"Q8N292"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18559951}; Single-pass membrane protein {ECO:0000269|PubMed:18559951}."	NA	NA	"TRANSMEM 11..31; /note=Helical; /evidence=ECO:0000255"
