"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"610"	"Q6UW88"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 23..110; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 132..154; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 111..131; /note=Helical; /evidence=ECO:0000255"
"620"	"O14944"	"SUBCELLULAR LOCATION: [Epiregulin]: Secreted, extracellular space {ECO:0000269|PubMed:9337852}.; SUBCELLULAR LOCATION: [Proepiregulin]: Cell membrane {ECO:0000269|PubMed:9337852}; Single-pass type I membrane protein {ECO:0000269|PubMed:9337852}."	NA	"TOPO_DOM 60..119; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 141..169; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 120..140; /note=Helical; /evidence=ECO:0000255"
"642"	"P13726"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000269|PubMed:12652293}; Single-pass type I membrane protein {ECO:0000269|PubMed:12652293}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:12652293}."	NA	"TOPO_DOM 33..251; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 275..295; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 252..274; /note=Helical; /evidence=ECO:0000255"
"668"	"Q9NYQ8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction {ECO:0000269|PubMed:17900869}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:O88277}. Note=Localized at adhesion zippers (early state of adherens junctions) of keratinocytes. {ECO:0000269|PubMed:17900869}."	NA	"TOPO_DOM 19..4048; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4070..4349; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4049..4069; /note=Helical; /evidence=ECO:0000255"
"675"	"P12314"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12756162, ECO:0000269|PubMed:8611682}; Single-pass type I membrane protein {ECO:0000269|PubMed:12756162, ECO:0000269|PubMed:8611682}. Note=Stabilized at the cell membrane through interaction with FCER1G."	NA	"TOPO_DOM 16..292; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 314..374; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 293..313; /note=Helical; /evidence=ECO:0000255"
"676"	"Q92637"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1430234}; Single-pass type I membrane protein {ECO:0000269|PubMed:1430234}."	NA	"TOPO_DOM 16..198; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 220..280; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 199..219; /note=Helical; /evidence=ECO:0000255"
"683"	"P21802"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Golgi apparatus. Cytoplasmic vesicle. Note=Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Note=After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass type I membrane protein. Note=After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 8]: Secreted.; SUBCELLULAR LOCATION: [Isoform 13]: Secreted."	NA	"TOPO_DOM 22..377; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 399..821; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 378..398; /note=Helical; /evidence=ECO:0000255"
"684"	"Q8N441"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:12813049}; Single-pass type I membrane protein {ECO:0000269|PubMed:12813049}. Note=Predominantly localized in the plasma membrane but also detected in the Golgi and in secretory vesicles."	NA	"TOPO_DOM 25..378; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 400..504; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 379..399; /note=Helical; /evidence=ECO:0000255"
"805"	"P25092"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23269669}; Single-pass type I membrane protein {ECO:0000269|PubMed:23269669}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23269669}; Single-pass type I membrane protein {ECO:0000269|PubMed:23269669}. Note=The 145 kDa plasma membrane form of GUCY2C contains sialic acid and galactose residues, while a differencially glycosylated 130 Kda form is a high mannose form that is resident in the endoplasmic reticulum and may serve as the precursor for the cell surface form. {ECO:0000269|PubMed:23269669}."	NA	"TOPO_DOM 24..430; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 455..1073; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 431..454; /note=Helical; /evidence=ECO:0000255"
"815"	"Q96D42"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:29742433}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 21..295; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 317..364; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 296..316; /note=Helical; /evidence=ECO:0000255"
"817"	"Q9UBK5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:10426994}; Single-pass type I membrane protein {ECO:0000269|PubMed:10426994}."	NA	"TOPO_DOM 19..48; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 70..93; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 49..69; /note=Helical; /evidence=ECO:0000255"
"823"	"Q9ULI3"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 30..1248; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1270..1381; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1249..1269; /note=Helical; /evidence=ECO:0000255"
"825"	"Q14CZ8"	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15885354, ECO:0000269|PubMed:15917256}. Membrane; Single-pass type I membrane protein; Cytoplasmic side {ECO:0000269|PubMed:15885354, ECO:0000269|PubMed:15917256}. Note=In MCF-7 breast carcinoma and hepatic Hep 3B2.1-7 and Hep-G2 cell lines, localization of HEPACAM is cell density-dependent. In well spread cells, localized to punctate structures in the perinuclear membrane, cytoplasm, and at cell surface of protusions. In confluent cells, localized predominantly to the cytoplasmic membrane, particularly in areas of cell-cell contacts. Colocalizes with CDH1."	NA	"TOPO_DOM 34..240; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 262..416; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 241..261; /note=Helical; /evidence=ECO:0000255"
"836"	"P20036"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation."	NA	"TOPO_DOM 29..222; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 246..260; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 223..245; /note=Helical; /evidence=ECO:0000255"
"837"	"P13747"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17179229, ECO:0000269|PubMed:9427624}; Single-pass type I membrane protein. Golgi apparatus membrane {ECO:0000269|PubMed:17179229}.; SUBCELLULAR LOCATION: [Soluble HLA class I histocompatibility antigen, alpha chain E]: Secreted {ECO:0000269|PubMed:17179229}."	NA	"TOPO_DOM 22..305; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 330..358; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 306..329; /note=Helical; /evidence=ECO:0000255"
"867"	"P05362"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 28..480; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 504..532; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 481..503; /note=Helical; /evidence=ECO:0000255"
"881"	"Q969P0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass membrane protein."	NA	"TOPO_DOM 28..579; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 601..613; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 580..600; /note=Helical; /evidence=ECO:0000255"
"882"	"Q14627"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 27..343; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 364..380; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 344..363; /note=Helical; /evidence=ECO:0000255"
"883"	"Q9NRM6"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted."	NA	"TOPO_DOM 18..292; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 314..502; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 293..313; /note=Helical; /evidence=ECO:0000255"
"884"	"P14778"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:8142597}; Single-pass type I membrane protein {ECO:0000269|PubMed:8142597}. Cell membrane {ECO:0000305|PubMed:8142597}. Secreted {ECO:0000269|PubMed:8142597}."	NA	"TOPO_DOM 18..336; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 357..569; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 337..356; /note=Helical; /evidence=ECO:0000255"
"885"	"Q9NPH3"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted."	NA	"TOPO_DOM 21..367; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 389..570; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 368..388; /note=Helical; /evidence=ECO:0000255"
"886"	"Q6UXL0"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..233; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 255..311; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 234..254; /note=Helical; /evidence=ECO:0000255"
"888"	"Q6UWB1"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 33..516; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 538..636; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 517..537; /note=Helical; /evidence=ECO:0000255"
"889"	"Q8NI17"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:11877449, ECO:0000305|PubMed:14504285}; Single-pass type I membrane protein {ECO:0000305|PubMed:11877449, ECO:0000305|PubMed:14504285}. Presynaptic cell membrane {ECO:0000250|UniProtKB:Q8K5B1}. Cell projection, axon {ECO:0000250|UniProtKB:Q8K5B1}."	NA	"TOPO_DOM 20..519; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 541..732; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 520..540; /note=Helical; /evidence=ECO:0000255"
"901"	"P06213"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P15208}; Single-pass type I membrane protein {ECO:0000305}. Late endosome {ECO:0000250|UniProtKB:P15208}. Lysosome {ECO:0000250|UniProtKB:P15208}. Note=Binding of insulin to INSR induces internalization and lysosomal degradation of the receptor, a means for down-regulating this signaling pathway after stimulation. In the presence of SORL1, internalized INSR molecules are redirected back to the cell surface, thereby preventing their lysosomal catabolism and strengthening insulin signal reception. {ECO:0000250|UniProtKB:P15208}."	NA	"TOPO_DOM 28..758; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 763..956; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 980..1382; /note=Cytoplasmic; /evidence=ECO:0000305"	"TRANSMEM 957..979; /note=Helical; /evidence=ECO:0000255"
"917"	"Q13683"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 34..1082; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1104..1181; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1083..1103; /note=Helical; /evidence=ECO:0000255"
"918"	"Q13797"	"SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 30..981; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1003..1035; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 982..1002; /note=Helical; /evidence=ECO:0000255"
"919"	"P20702"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..1107; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1129..1163; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1108..1128; /note=Helical; /evidence=ECO:0000255"
"927"	"Q8IWB1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16990268}; Single-pass type I membrane protein. Nucleus outer membrane {ECO:0000250|UniProtKB:Q3TNL8}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 16..83; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 101..547; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 84..100; /note=Helical; /evidence=ECO:0000255"
"929"	"Q9Y219"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 27..1080; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1102..1238; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1081..1101; /note=Helical; /evidence=ECO:0000255"
"934"	"O76095"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Mitochondrion {ECO:0000250}. Cytoplasm. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle. Note=Detected at the centrosome and along spindle fibers during prophase and metaphase. Detected at the midbody during telophase."	NA	"TOPO_DOM 31..105; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 127..146; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 106..126; /note=Helical; /evidence=ECO:0000255"
"959"	"P35968"	"SUBCELLULAR LOCATION: Cell junction {ECO:0000250}. Endoplasmic reticulum {ECO:0000269|PubMed:23529610}. Cell membrane {ECO:0000269|PubMed:25825981}. Note=Localized with RAP1A at cell-cell junctions (By similarity). Colocalizes with ERN1 and XBP1 in the endoplasmic reticulum in endothelial cells in a vascular endothelial growth factor (VEGF)-dependent manner (PubMed:23529610). {ECO:0000250, ECO:0000269|PubMed:23529610}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Cytoplasm. Nucleus. Cytoplasmic vesicle. Early endosome. Note=Detected on caveolae-enriched lipid rafts at the cell surface. Is recycled from the plasma membrane to endosomes and back again. Phosphorylation triggered by VEGFA binding promotes internalization and subsequent degradation. VEGFA binding triggers internalization and translocation to the nucleus.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted."	NA	"TOPO_DOM 20..764; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 786..1356; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 765..785; /note=Helical; /evidence=ECO:0000255"
"961"	"Q5VV43"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18063668, ECO:0000269|PubMed:19419997}; Single-pass type I membrane protein {ECO:0000269|PubMed:18063668}. Early endosome membrane {ECO:0000269|PubMed:19419997}; Single-pass type I membrane protein {ECO:0000269|PubMed:18063668}. Note=Low-abundance isoforms lacking the transmembrane domain have been described; these are secreted. {ECO:0000269|PubMed:18063668}."	NA	"TOPO_DOM 21..955; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 977..1072; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 956..976; /note=Helical; /evidence=ECO:0000255"
"972"	"P21583"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:26522471}. Cytoplasm, cytoskeleton {ECO:0000250}. Cell membrane {ECO:0000269|PubMed:26522471}; Single-pass type I membrane protein {ECO:0000250}. Cell projection, lamellipodium {ECO:0000269|PubMed:26522471}. Cell projection, filopodium {ECO:0000269|PubMed:26522471}.; SUBCELLULAR LOCATION: [Soluble KIT ligand]: Secreted."	NA	"TOPO_DOM 26..214; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 238..273; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 215..237; /note=Helical; /evidence=ECO:0000255"
"1012"	"Q6UY18"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 29..533; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 555..593; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 534..554; /note=Helical; /evidence=ECO:0000255"
"1026"	"Q07954"	"SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 85 kDa subunit]: Cell membrane; Single-pass type I membrane protein. Membrane, coated pit.; SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 515 kDa subunit]: Cell membrane; Peripheral membrane protein; Extracellular side. Membrane, coated pit.; SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 intracellular domain]: Cytoplasm {ECO:0000269|PubMed:12888553}. Nucleus {ECO:0000269|PubMed:12888553}. Note=After cleavage, the intracellular domain (LRPICD) is detected both in the cytoplasm and in the nucleus. {ECO:0000269|PubMed:12888553}.; SUBCELLULAR LOCATION: Golgi outpost {ECO:0000250|UniProtKB:G3V928}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000250|UniProtKB:G3V928}. Note=Localizes to the postsynaptic Golgi apparatus region, also named Golgi outpost, which shapes dendrite morphology by functioning as sites of acentrosomal microtubule nucleation. {ECO:0000250|UniProtKB:G3V928}."	NA	"TOPO_DOM 20..4419; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4445..4544; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4420..4444; /note=Helical; /evidence=ECO:0000255"
"1027"	"Q86VZ4"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 38..450; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 474..500; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 451..473; /note=Helical; /evidence=ECO:0000255"
"1028"	"Q9NZR2"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 25..4444; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4468..4599; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4445..4467; /note=Helical; /evidence=ECO:0000255"
"1029"	"P98164"	"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:23825075, ECO:0000269|PubMed:27798286}; Single-pass type I membrane protein {ECO:0000255}. Endosome lumen {ECO:0000250|UniProtKB:P98158}. Membrane, coated pit {ECO:0000250|UniProtKB:A2ARV4}. Cell projection, dendrite {ECO:0000250|UniProtKB:A2ARV4}. Cell projection, axon {ECO:0000250|UniProtKB:A2ARV4}. Note=Localizes to brush border membranes in the kidney. In the endolymphatic sac of the inner ear, located in the lumen of endosomes as a soluble form. {ECO:0000250|UniProtKB:P98158}."	NA	"TOPO_DOM 26..4423; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4447..4655; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4424..4446; /note=Helical; /evidence=ECO:0000255"
"1031"	"Q8TF66"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 22..538; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 560..581; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 539..559; /note=Helical; /evidence=ECO:0000255"
"1035"	"A6NMS7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..1582; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1604..1700; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1583..1603; /note=Helical; /evidence=ECO:0000255"
"1036"	"A6NM11"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..1582; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1604..1700; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1583..1603; /note=Helical; /evidence=ECO:0000255"
"1037"	"O60309"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..1581; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1603..1634; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1582..1602; /note=Helical; /evidence=ECO:0000255"
"1046"	"P29376"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:34646012}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 17..424; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 450..864; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 425..449; /note=Helical; /evidence=ECO:0000255"
"1059"	"Q9H8J5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..385; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 409..431; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 386..408; /note=Helical; /evidence=ECO:0000255"
"1105"	"P51512"	"SUBCELLULAR LOCATION: [Isoform Long]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}. Note=Localized at the cell surface of melanoma cells.; SUBCELLULAR LOCATION: [Isoform Short]: Secreted, extracellular space, extracellular matrix. Cell surface. Note=Localized at the cell surface of melanoma cells."	NA	"TOPO_DOM 120..564; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 586..607; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 565..585; /note=Helical; /evidence=ECO:0000255"
"1118"	"O95297"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..162; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 184..269; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 163..183; /note=Helical; /evidence=ECO:0000255"
"1206"	"Q92823"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q810U4}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q810U4}. Cell projection, axon {ECO:0000250|UniProtKB:Q810U4}. Secreted {ECO:0000250|UniProtKB:Q810U4}. Note=Detected at nodes of Ranvier. {ECO:0000250|UniProtKB:Q810U4}."	NA	"TOPO_DOM 25..1167; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1191..1304; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1168..1190; /note=Helical; /evidence=ECO:0000255"
"1208"	"P56975"	"SUBCELLULAR LOCATION: [Pro-neuregulin-3, membrane-bound isoform]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Does not seem to be active. {ECO:0000250}.; SUBCELLULAR LOCATION: [Neuregulin-3]: Secreted {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass type I membrane protein. Note=Isoform 3 is also proteolytically released as a soluble form."	NA	"TOPO_DOM 1..360; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 382..720; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 361..381; /note=Helical; Note=Internal signal sequence; /evidence=ECO:0000255"
"1209"	"O60462"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11112349}; Single-pass type I membrane protein {ECO:0000269|PubMed:11112349}.; SUBCELLULAR LOCATION: [Isoform s9]: Secreted {ECO:0000269|PubMed:11112349}."	NA	"TOPO_DOM 21..864; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 890..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 865..889; /note=Helical; /evidence=ECO:0000255"
"1216"	"P04629"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758, ECO:0000269|PubMed:17196528, ECO:0000269|PubMed:27676246, ECO:0000269|PubMed:2927393}; Single-pass type I membrane protein {ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758}. Early endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Late endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Recycling endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Note=Rapidly internalized after NGF binding (PubMed:1281417). Internalized to endosomes upon binding of NGF or NTF3 and further transported to the cell body via a retrograde axonal transport. Localized at cell membrane and early endosomes before nerve growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with RAPGEF2 at late endosomes. {ECO:0000250|UniProtKB:P35739, ECO:0000269|PubMed:1281417}."	NA	"TOPO_DOM 33..423; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 440..796; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 424..439; /note=Helical; /evidence=ECO:0000255"
