"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"370"	"P04439"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21263072, ECO:0000269|PubMed:25880248, ECO:0000269|PubMed:8805302}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:8805302}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 25..308; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 333..365; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 309..332; /note=Helical; /evidence=ECO:0000255"
"372"	"P09601"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22419571}; Single-pass type IV membrane protein {ECO:0000255}; Cytoplasmic side {ECO:0000269|PubMed:22419571}."	NA	"TOPO_DOM 1..265; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:22419571"	"TRANSMEM 266..288; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"378"	"P05362"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 28..480; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 504..532; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 481..503; /note=Helical; /evidence=ECO:0000255"
"379"	"P13598"	"SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P35330}. Note=Co-localizes with RDX, EZR and MSN in microvilli. {ECO:0000250|UniProtKB:P35330}."	NA	"TOPO_DOM 25..223; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 249..275; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 224..248; /note=Helical; /evidence=ECO:0000255"
"381"	"P13164"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1383329, ECO:0000269|PubMed:19499152, ECO:0000269|PubMed:25105503, ECO:0000269|PubMed:26354436}; Single-pass membrane protein {ECO:0000269|PubMed:19499152}. Lysosome membrane {ECO:0000269|PubMed:26354436}."	"INTRAMEM 37..57; /note=Helical; /evidence=ECO:0000303|PubMed:25105503"	"TOPO_DOM 1..36; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 58..86; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 108..125; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 87..107; /note=Helical; /evidence=ECO:0000255"
"382"	"Q01629"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:33563656}; Single-pass type II membrane protein {ECO:0000305}. Lysosome membrane {ECO:0000269|PubMed:26354436}; Single-pass type II membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000269|PubMed:26354436}; Single-pass type II membrane protein {ECO:0000305}."	"INTRAMEM 57..77; /note=Helical; /evidence=ECO:0000250|UniProtKB:P13164"	"TOPO_DOM 1..56; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 78..106; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 128..132; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 107..127; /note=Helical; /evidence=ECO:0000255"
"383"	"P15260"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10811850, ECO:0000269|PubMed:28883123}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 18..245; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 267..489; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 246..266; /note=Helical; /evidence=ECO:0000255"
"385"	"Q9H665"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21454693}; Single-pass type I membrane protein {ECO:0000269|PubMed:21454693}."	NA	"TOPO_DOM 23..163; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 185..355; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 164..184; /note=Helical; /evidence=ECO:0000255"
"387"	"P14778"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:8142597}; Single-pass type I membrane protein {ECO:0000269|PubMed:8142597}. Cell membrane {ECO:0000305|PubMed:8142597}. Secreted {ECO:0000269|PubMed:8142597}."	NA	"TOPO_DOM 18..336; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 357..569; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 337..356; /note=Helical; /evidence=ECO:0000255"
"388"	"P24394"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted."	NA	"TOPO_DOM 26..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 257..825; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 233..256; /note=Helical; /evidence=ECO:0000255"
"389"	"P40189"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:19915009}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:24629561}."	NA	"TOPO_DOM 23..619; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 642..918; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 620..641; /note=Helical; /evidence=ECO:0000255"
"391"	"P06213"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P15208}; Single-pass type I membrane protein {ECO:0000305}. Late endosome {ECO:0000250|UniProtKB:P15208}. Lysosome {ECO:0000250|UniProtKB:P15208}. Note=Binding of insulin to INSR induces internalization and lysosomal degradation of the receptor, a means for down-regulating this signaling pathway after stimulation. In the presence of SORL1, internalized INSR molecules are redirected back to the cell surface, thereby preventing their lysosomal catabolism and strengthening insulin signal reception. {ECO:0000250|UniProtKB:P15208}."	NA	"TOPO_DOM 28..758; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 763..956; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 980..1382; /note=Cytoplasmic; /evidence=ECO:0000305"	"TRANSMEM 957..979; /note=Helical; /evidence=ECO:0000255"
"396"	"Q12912"	"SUBCELLULAR LOCATION: [Processed inositol 1,4,5-triphosphate receptor associated 2]: Cytoplasm {ECO:0000250|UniProtKB:Q60664}.; SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q60664}; Single-pass type IV membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000250|UniProtKB:Q60664}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q5RHB5}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q5RHB5}. Chromosome {ECO:0000250|UniProtKB:Q5RHB5}. Note=Colocalized with ITPR3 on the endoplasmic reticulum membrane. {ECO:0000250|UniProtKB:Q60664}."	NA	"TOPO_DOM 1..495; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 517..555; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 496..516; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"399"	"Q13683"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 34..1082; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1104..1181; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1083..1103; /note=Helical; /evidence=ECO:0000255"
"400"	"P05556"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:32487760, ECO:0000303|PubMed:10455171}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, invadopodium membrane {ECO:0000269|PubMed:10455171}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, ruffle membrane {ECO:0000303|PubMed:10455171}; Single-pass type I membrane protein {ECO:0000255}. Recycling endosome {ECO:0000269|PubMed:16256741}. Melanosome {ECO:0000269|PubMed:17081065}. Cleavage furrow {ECO:0000269|PubMed:17956333}. Cell projection, lamellipodium {ECO:0000269|PubMed:11919189}. Cell projection, ruffle {ECO:0000269|PubMed:11919189}. Cell junction, focal adhesion {ECO:0000269|PubMed:17158881, ECO:0000269|PubMed:35687021}. Cell surface {ECO:0000269|PubMed:17158881, ECO:0000269|PubMed:35687021}. Note=Isoform 2 does not localize to focal adhesions. Highly enriched in stage I melanosomes. Located on plasma membrane of neuroblastoma NMB7 cells. In a lung cancer cell line, in prometaphase and metaphase, localizes diffusely at the membrane and in a few intracellular vesicles. In early telophase, detected mainly on the matrix-facing side of the cells. By mid-telophase, concentrated to the ingressing cleavage furrow, mainly to the basal side of the furrow. In late telophase, concentrated to the extending protrusions formed at the opposite ends of the spreading daughter cells, in vesicles at the base of the lamellipodia formed by the separating daughter cells. Colocalizes with ITGB1BP1 and metastatic suppressor protein NME2 at the edge or peripheral ruffles and lamellipodia during the early stages of cell spreading on fibronectin or collagen. Translocates from peripheral focal adhesions sites to fibrillar adhesions in a ITGB1BP1-dependent manner. Enriched preferentially at invadopodia, cell membrane protrusions that correspond to sites of cell invasion, in a collagen-dependent manner. Localized at plasma and ruffle membranes in a collagen-independent manner. {ECO:0000269|PubMed:10455171, ECO:0000303|PubMed:10455171}.; SUBCELLULAR LOCATION: [Isoform 5]: Cell membrane, sarcolemma {ECO:0000250|UniProtKB:P09055}. Cell junction {ECO:0000250|UniProtKB:P09055}. Note=In cardiac muscle, isoform 5 is found in costameres and intercalated disks. {ECO:0000250|UniProtKB:P09055}."	NA	"TOPO_DOM 21..728; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 752..798; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 729..751; /note=Helical; /evidence=ECO:0000255"
"401"	"P05107"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21193407, ECO:0000269|PubMed:28807980}; Single-pass type I membrane protein {ECO:0000305}. Membrane raft {ECO:0000269|PubMed:21193407}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 23..700; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 724..769; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 701..723; /note=Helical; /evidence=ECO:0000255"
"402"	"P16144"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cell membrane; Lipid-anchor. Cell junction, hemidesmosome. Note=Colocalizes with DST at the leading edge of migrating keratinocytes."	NA	"TOPO_DOM 28..710; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 734..1822; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 711..733; /note=Helical; /evidence=ECO:0000255"
"403"	"P18084"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..719; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 743..799; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 720..742; /note=Helical; /evidence=ECO:0000255"
"404"	"O43736"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 54..74; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"408"	"P78504"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein. Cell membrane {ECO:0000269|PubMed:32065591}."	NA	"TOPO_DOM 34..1067; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1094..1218; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1068..1093; /note=Helical; /evidence=ECO:0000255"
"419"	"Q9Y6H6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12954870}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:12954870}. Perikaryon {ECO:0000269|PubMed:12954870}. Cell projection, dendrite {ECO:0000269|PubMed:12954870}. Membrane raft {ECO:0000269|PubMed:20533308}. Note=Colocalizes with KCNB1 at high-density somatodendritic clusters on the surface of hippocampal neurons. {ECO:0000269|PubMed:12954870}."	NA	"TOPO_DOM 79..103; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 58..78; /note=Helical; /evidence=ECO:0000255"
"434"	"O43561"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9489702, ECO:0000269|PubMed:9729044}; Single-pass type III membrane protein {ECO:0000269|PubMed:9489702, ECO:0000269|PubMed:9729044}. Note=Present in lipid rafts."	NA	"TOPO_DOM 1..4; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 28..262; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 5..27; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"435"	"Q9GZY6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12486104, ECO:0000269|PubMed:12514734}; Single-pass type III membrane protein {ECO:0000269|PubMed:12486104, ECO:0000269|PubMed:12514734}. Note=Present in lipid rafts."	NA	"TOPO_DOM 1..5; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 27..243; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 6..26; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"437"	"Q86YD5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33208938, ECO:0000269|PubMed:34646020, ECO:0000269|PubMed:34646021}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 18..173; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 195..345; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 174..194; /note=Helical; /evidence=ECO:0000255"
"446"	"Q86VZ4"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 38..450; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 474..500; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 451..473; /note=Helical; /evidence=ECO:0000255"
"447"	"Q9Y561"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:12809483}; Single-pass type I membrane protein {ECO:0000269|PubMed:12809483}. Membrane, coated pit {ECO:0000269|PubMed:12809483}."	NA	"TOPO_DOM 33..492; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 514..859; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 493..513; /note=Helical; /evidence=ECO:0000255"
"449"	"Q86X29"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21245199}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000269|PubMed:21245199, ECO:0000269|PubMed:23239027}. Note=Located at tricellular contacts. {ECO:0000269|PubMed:21245199}."	NA	"TOPO_DOM 1..259; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 281..649; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 260..280; /note=Helical; /evidence=ECO:0000255"
"470"	"P43121"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..559; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 584..646; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 560..583; /note=Helical; /evidence=ECO:0000255"
"474"	"Q12866"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:32640697}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 21..505; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 527..999; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 506..526; /note=Helical; /evidence=ECO:0000255"
"494"	"O95297"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..162; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 184..269; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 163..183; /note=Helical; /evidence=ECO:0000255"
"495"	"Q95460"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12794138, ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:18068122}; Single-pass type I membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Note=In the absence of antigen remains within the endoplasmic reticulum where it acts as a metabolite sensor. Antigen binding triggers trafficking of the ternary complex to the plasma membrane. After presentation, most of these complexes are rapidly internalized and degraded via endocytosis. A small subset recycles via endosomes back to the plasma membrane and may thus acquire and present new antigens that do not efficiently reach the endoplasmic reticulum. {ECO:0000269|PubMed:27043408}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:23457030}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23457030}; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000269|PubMed:23457030}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23457030}; Single-pass membrane protein {ECO:0000255}. Note=The larger proportion remains in the ER in an immature state. The subset that reach cell surface does it through a B2M-independent pathway. {ECO:0000269|PubMed:23457030}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000303|PubMed:9780177}."	NA	"TOPO_DOM 23..302; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 324..341; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 303..323; /note=Helical; /evidence=ECO:0000255"
"514"	"B2RTY4"	"SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q9Z1N3}. Synapse {ECO:0000250|UniProtKB:Q8C170}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q8C170}. Note=Localized in the cytoplasm of cell bodies, dendrites and axons with occasional hints of an enrichment near the plasma membrane. Localized at the neuromuscular junction (By similarity). {ECO:0000250|UniProtKB:Q8C170, ECO:0000250|UniProtKB:Q9Z1N3}."	NA	NA	"TRANSMEM 175..195; /note=Helical; /evidence=ECO:0000255"
"524"	"Q92692"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 32..360; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 382..538; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 361..381; /note=Helical; /evidence=ECO:0000255"
"526"	"Q92859"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 34..1105; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1127..1461; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1106..1126; /note=Helical; /evidence=ECO:0000255"
"538"	"Q04721"	"SUBCELLULAR LOCATION: [Notch 2 extracellular truncation]: Cell membrane {ECO:0000269|PubMed:29329397, ECO:0000269|PubMed:9244302}; Single-pass type I membrane protein {ECO:0000269|PubMed:9244302}.; SUBCELLULAR LOCATION: [Notch 2 intracellular domain]: Nucleus {ECO:0000269|PubMed:25985737}. Cytoplasm {ECO:0000269|PubMed:25985737}. Note=Following proteolytical processing NICD is translocated to the nucleus. Retained at the cytoplasm by TCIM (PubMed:25985737). {ECO:0000269|PubMed:25985737}."	NA	"TOPO_DOM 26..1677; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1699..2471; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1678..1698; /note=Helical; /evidence=ECO:0000255"
"540"	"Q9Y639"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P97546}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P97546}.; SUBCELLULAR LOCATION: [Isoform 2]: Postsynaptic density {ECO:0000250|UniProtKB:P97546}."	NA	"TOPO_DOM 29..339; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 361..398; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 340..360; /note=Helical; /evidence=ECO:0000269|PubMed:30190470"
"543"	"O60462"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11112349}; Single-pass type I membrane protein {ECO:0000269|PubMed:11112349}.; SUBCELLULAR LOCATION: [Isoform s9]: Secreted {ECO:0000269|PubMed:11112349}."	NA	"TOPO_DOM 21..864; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 890..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 865..889; /note=Helical; /evidence=ECO:0000255"
"570"	"P16234"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14644164, ECO:0000269|PubMed:2554309, ECO:0000269|PubMed:8188664}; Single-pass type I membrane protein {ECO:0000269|PubMed:14644164, ECO:0000269|PubMed:2554309, ECO:0000269|PubMed:8188664}. Cell projection, cilium {ECO:0000250|UniProtKB:P26618}. Golgi apparatus {ECO:0000250|UniProtKB:P26618}."	NA	"TOPO_DOM 24..528; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 550..1089; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 529..549; /note=Helical; /evidence=ECO:0000255"
"574"	"Q8NEN9"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:29097544}; Single-pass membrane protein {ECO:0000255}. Note=Localizes at mitochondria-endoplasmic reticulum contact sites. {ECO:0000269|PubMed:29097544}."	NA	NA	"TRANSMEM 2..24; /note=Helical; /evidence=ECO:0000255"
"576"	"P16284"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17580308}; Single-pass type I membrane protein {ECO:0000305}. Note=Cell surface expression on neutrophils is down-regulated upon fMLP or CXCL8/IL8-mediated stimulation. {ECO:0000269|PubMed:17580308}.; SUBCELLULAR LOCATION: [Isoform Long]: Cell membrane {ECO:0000269|PubMed:18388311, ECO:0000269|PubMed:19342684}; Single-pass type I membrane protein {ECO:0000305|PubMed:18388311}. Membrane raft {ECO:0000269|PubMed:17139370, ECO:0000269|PubMed:22496122}. Cell junction {ECO:0000269|PubMed:18388311}. Note=Localizes to the lateral border recycling compartment (LBRC) and recycles from the LBRC to the junction in resting endothelial cells. {ECO:0000269|PubMed:19342684}.; SUBCELLULAR LOCATION: [Isoform Delta15]: Cell junction {ECO:0000269|PubMed:18388311}. Note=Localizes to the lateral border recycling compartment (LBRC) and recycles from the LBRC to the junction in resting endothelial cells."	NA	"TOPO_DOM 28..601; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 621..738; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 602..620; /note=Helical; /evidence=ECO:0000255"
"579"	"O15173"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305|PubMed:23793472}; Single-pass membrane protein {ECO:0000305}. Nucleus envelope {ECO:0000269|PubMed:27754849, ECO:0000269|PubMed:28111073}. Endoplasmic reticulum {ECO:0000269|PubMed:27754849}."	NA	NA	"TRANSMEM 42..66; /note=Helical; /evidence=ECO:0000255"
"590"	"Q8TBF5"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 22..230; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 252..258; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 231..251; /note=Helical; /evidence=ECO:0000255"
"603"	"O15162"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12564925, ECO:0000269|PubMed:22052202, ECO:0000269|PubMed:23590222, ECO:0000269|PubMed:24648509, ECO:0000269|PubMed:26745724}; Single-pass type II membrane protein {ECO:0000269|PubMed:26745724}. Cell membrane {ECO:0000269|PubMed:12564925}; Lipid-anchor {ECO:0000305|PubMed:12564925}; Cytoplasmic side. Nucleus {ECO:0000269|PubMed:12564925, ECO:0000269|PubMed:16091359, ECO:0000269|PubMed:24648509}. Cytoplasm {ECO:0000269|PubMed:22052202}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:22052202, ECO:0000269|PubMed:26745724}. Note=Localizes to the perinuclear region in the presence of RELT (PubMed:22052202). Palmitoylation regulates its localization to the cell membrane or the nucleus; trafficking to the cell membrane is dependent upon palmitoylation whereas in the absence of palmitoylation, localizes to the nucleus (PubMed:12564925). {ECO:0000269|PubMed:12564925, ECO:0000269|PubMed:22052202}."	NA	"TOPO_DOM 1..288; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26745724; TOPO_DOM 306..318; /note=Extracellular; /evidence=ECO:0000269|PubMed:26745724"	"TRANSMEM 289..305; /note=Helical; /evidence=ECO:0000269|PubMed:23590222"
"604"	"P51805"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 20..1220; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1242..1871; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1221..1241; /note=Helical; /evidence=ECO:0000255"
"629"	"P28827"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10753936}; Single-pass type I membrane protein. Note=Localizes in regions of cell-cell contact. {ECO:0000269|PubMed:10753936}."	NA	"TOPO_DOM 21..742; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 765..1452; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 743..764; /note=Helical; /evidence=ECO:0000255"
"630"	"P15151"	"SUBCELLULAR LOCATION: [Isoform Alpha]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Delta]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Beta]: Secreted.; SUBCELLULAR LOCATION: [Isoform Gamma]: Secreted."	NA	"TOPO_DOM 21..343; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 368..417; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 344..367; /note=Helical; /evidence=ECO:0000255"
"655"	"Q8IUW5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16389068}; Single-pass type I membrane protein {ECO:0000269|PubMed:16389068}."	NA	"TOPO_DOM 24..57; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 79..271; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 58..78; /note=Helical; /evidence=ECO:0000255"
"671"	"Q8NC42"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 201..221; /note=Helical; /evidence=ECO:0000255"
"683"	"Q5JTH9"	"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}. Nucleus membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 903..923; /note=Helical; /evidence=ECO:0000255"
