"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"403"	"P18084"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..719; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 743..799; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 720..742; /note=Helical; /evidence=ECO:0000255"
"408"	"P78504"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein. Cell membrane {ECO:0000269|PubMed:32065591}."	NA	"TOPO_DOM 34..1067; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1094..1218; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1068..1093; /note=Helical; /evidence=ECO:0000255"
"434"	"O43561"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9489702, ECO:0000269|PubMed:9729044}; Single-pass type III membrane protein {ECO:0000269|PubMed:9489702, ECO:0000269|PubMed:9729044}. Note=Present in lipid rafts."	NA	"TOPO_DOM 1..4; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 28..262; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 5..27; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"435"	"Q9GZY6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12486104, ECO:0000269|PubMed:12514734}; Single-pass type III membrane protein {ECO:0000269|PubMed:12486104, ECO:0000269|PubMed:12514734}. Note=Present in lipid rafts."	NA	"TOPO_DOM 1..5; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 27..243; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 6..26; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"437"	"Q86YD5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33208938, ECO:0000269|PubMed:34646020, ECO:0000269|PubMed:34646021}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 18..173; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 195..345; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 174..194; /note=Helical; /evidence=ECO:0000255"
"446"	"Q86VZ4"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 38..450; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 474..500; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 451..473; /note=Helical; /evidence=ECO:0000255"
"447"	"Q9Y561"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:12809483}; Single-pass type I membrane protein {ECO:0000269|PubMed:12809483}. Membrane, coated pit {ECO:0000269|PubMed:12809483}."	NA	"TOPO_DOM 33..492; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 514..859; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 493..513; /note=Helical; /evidence=ECO:0000255"
"449"	"Q86X29"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21245199}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000269|PubMed:21245199, ECO:0000269|PubMed:23239027}. Note=Located at tricellular contacts. {ECO:0000269|PubMed:21245199}."	NA	"TOPO_DOM 1..259; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 281..649; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 260..280; /note=Helical; /evidence=ECO:0000255"
"470"	"P43121"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..559; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 584..646; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 560..583; /note=Helical; /evidence=ECO:0000255"
"474"	"Q12866"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:32640697}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 21..505; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 527..999; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 506..526; /note=Helical; /evidence=ECO:0000255"
"494"	"O95297"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..162; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 184..269; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 163..183; /note=Helical; /evidence=ECO:0000255"
"495"	"Q95460"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12794138, ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:18068122}; Single-pass type I membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:18068122, ECO:0000269|PubMed:27043408}; Single-pass type I membrane protein {ECO:0000255}. Note=In the absence of antigen remains within the endoplasmic reticulum where it acts as a metabolite sensor. Antigen binding triggers trafficking of the ternary complex to the plasma membrane. After presentation, most of these complexes are rapidly internalized and degraded via endocytosis. A small subset recycles via endosomes back to the plasma membrane and may thus acquire and present new antigens that do not efficiently reach the endoplasmic reticulum. {ECO:0000269|PubMed:27043408}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:23457030}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23457030}; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000269|PubMed:23457030}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23457030}; Single-pass membrane protein {ECO:0000255}. Note=The larger proportion remains in the ER in an immature state. The subset that reach cell surface does it through a B2M-independent pathway. {ECO:0000269|PubMed:23457030}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000303|PubMed:9780177}."	NA	"TOPO_DOM 23..302; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 324..341; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 303..323; /note=Helical; /evidence=ECO:0000255"
"524"	"Q92692"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 32..360; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 382..538; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 361..381; /note=Helical; /evidence=ECO:0000255"
"526"	"Q92859"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 34..1105; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1127..1461; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1106..1126; /note=Helical; /evidence=ECO:0000255"
"538"	"Q04721"	"SUBCELLULAR LOCATION: [Notch 2 extracellular truncation]: Cell membrane {ECO:0000269|PubMed:29329397, ECO:0000269|PubMed:9244302}; Single-pass type I membrane protein {ECO:0000269|PubMed:9244302}.; SUBCELLULAR LOCATION: [Notch 2 intracellular domain]: Nucleus {ECO:0000269|PubMed:25985737}. Cytoplasm {ECO:0000269|PubMed:25985737}. Note=Following proteolytical processing NICD is translocated to the nucleus. Retained at the cytoplasm by TCIM (PubMed:25985737). {ECO:0000269|PubMed:25985737}."	NA	"TOPO_DOM 26..1677; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1699..2471; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1678..1698; /note=Helical; /evidence=ECO:0000255"
"540"	"Q9Y639"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P97546}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P97546}.; SUBCELLULAR LOCATION: [Isoform 2]: Postsynaptic density {ECO:0000250|UniProtKB:P97546}."	NA	"TOPO_DOM 29..339; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 361..398; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 340..360; /note=Helical; /evidence=ECO:0000269|PubMed:30190470"
"543"	"O60462"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11112349}; Single-pass type I membrane protein {ECO:0000269|PubMed:11112349}.; SUBCELLULAR LOCATION: [Isoform s9]: Secreted {ECO:0000269|PubMed:11112349}."	NA	"TOPO_DOM 21..864; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 890..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 865..889; /note=Helical; /evidence=ECO:0000255"
"570"	"P16234"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14644164, ECO:0000269|PubMed:2554309, ECO:0000269|PubMed:8188664}; Single-pass type I membrane protein {ECO:0000269|PubMed:14644164, ECO:0000269|PubMed:2554309, ECO:0000269|PubMed:8188664}. Cell projection, cilium {ECO:0000250|UniProtKB:P26618}. Golgi apparatus {ECO:0000250|UniProtKB:P26618}."	NA	"TOPO_DOM 24..528; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 550..1089; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 529..549; /note=Helical; /evidence=ECO:0000255"
"576"	"P16284"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17580308}; Single-pass type I membrane protein {ECO:0000305}. Note=Cell surface expression on neutrophils is down-regulated upon fMLP or CXCL8/IL8-mediated stimulation. {ECO:0000269|PubMed:17580308}.; SUBCELLULAR LOCATION: [Isoform Long]: Cell membrane {ECO:0000269|PubMed:18388311, ECO:0000269|PubMed:19342684}; Single-pass type I membrane protein {ECO:0000305|PubMed:18388311}. Membrane raft {ECO:0000269|PubMed:17139370, ECO:0000269|PubMed:22496122}. Cell junction {ECO:0000269|PubMed:18388311}. Note=Localizes to the lateral border recycling compartment (LBRC) and recycles from the LBRC to the junction in resting endothelial cells. {ECO:0000269|PubMed:19342684}.; SUBCELLULAR LOCATION: [Isoform Delta15]: Cell junction {ECO:0000269|PubMed:18388311}. Note=Localizes to the lateral border recycling compartment (LBRC) and recycles from the LBRC to the junction in resting endothelial cells."	NA	"TOPO_DOM 28..601; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 621..738; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 602..620; /note=Helical; /evidence=ECO:0000255"
"604"	"P51805"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 20..1220; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1242..1871; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1221..1241; /note=Helical; /evidence=ECO:0000255"
"629"	"P28827"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10753936}; Single-pass type I membrane protein. Note=Localizes in regions of cell-cell contact. {ECO:0000269|PubMed:10753936}."	NA	"TOPO_DOM 21..742; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 765..1452; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 743..764; /note=Helical; /evidence=ECO:0000255"
"630"	"P15151"	"SUBCELLULAR LOCATION: [Isoform Alpha]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Delta]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Beta]: Secreted.; SUBCELLULAR LOCATION: [Isoform Gamma]: Secreted."	NA	"TOPO_DOM 21..343; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 368..417; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 344..367; /note=Helical; /evidence=ECO:0000255"
"655"	"Q8IUW5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16389068}; Single-pass type I membrane protein {ECO:0000269|PubMed:16389068}."	NA	"TOPO_DOM 24..57; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 79..271; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 58..78; /note=Helical; /evidence=ECO:0000255"
"692"	"P34741"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 19..144; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 170..201; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 145..169; /note=Helical; /evidence=ECO:0000255"
"693"	"P31431"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Secreted {ECO:0000269|PubMed:9169435}. Note=Shedding of the ectodomain produces a soluble form. {ECO:0000269|PubMed:9169435}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted."	NA	"TOPO_DOM 19..145; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 171..198; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 146..170; /note=Helical; /evidence=ECO:0000255"
"696"	"Q9NPR2"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 44..717; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 739..837; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 718..738; /note=Helical; /evidence=ECO:0000255"
"697"	"Q9H3T2"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 25..604; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 626..930; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 605..625; /note=Helical; /evidence=ECO:0000255"
"716"	"Q6PCB7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q60714}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q60714}. Endomembrane system {ECO:0000250|UniProtKB:Q60714}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q60714}. Cytoplasm {ECO:0000250|UniProtKB:Q60714}. Note=Plasma membrane and intracellular membranes, at least in adipocytes. In adipocytes, but not myocytes, insulin via the mTORC1 signaling pathway induces a rapid translocation of SLC27A1 from intracellular compartments to the plasma membrane, paralleled by increased LCFA uptake. Insulin-dependent translocation from the cytoplasm to the cell membrane is regulated by EPRS1. Predominantly cytoplasmic in myocytes. {ECO:0000250|UniProtKB:Q60714}."	NA	"TOPO_DOM 1..13; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:Q60714; TOPO_DOM 35..646; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:Q60714"	"TRANSMEM 14..34; /note=Helical; /evidence=ECO:0000255"
"742"	"Q0VAQ4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15021913}; Single-pass type III membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:15986429}; Single-pass type III membrane protein {ECO:0000255}. Note=Predominantly on lateral parts of the membrane, at cell-cell epithelial junctions (PubMed:15021913). Detected on cytoplasmic membranes in undifferentiated tumors (PubMed:15986429). {ECO:0000269|PubMed:15021913, ECO:0000269|PubMed:15986429}."	NA	"TOPO_DOM 1..36; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 58..97; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 37..57; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"756"	"Q99523"	"SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:16787399, ECO:0000269|PubMed:18817523}; Single-pass type I membrane protein {ECO:0000305}. Endosome membrane {ECO:0000269|PubMed:18817523}; Single-pass type I membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell membrane; Single-pass type I membrane protein; Extracellular side. Lysosome membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=Localized to membranes of the endoplasmic reticulum, endosomes, Golgi stack, lysosomes and nucleus. A small fraction of the protein is also localized to the plasma membrane. May also be found in SLC2A4/GLUT4 storage vesicles (GSVs) in adipocytes. Localization to the plasma membrane in adipocytes may be enhanced by insulin."	NA	"TOPO_DOM 78..755; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 779..831; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 756..778; /note=Helical; /evidence=ECO:0000255"
"802"	"P36897"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21791611, ECO:0000269|PubMed:25893292, ECO:0000269|PubMed:9472030}; Single-pass type I membrane protein {ECO:0000269|PubMed:9472030}. Cell junction, tight junction {ECO:0000269|PubMed:15761148}. Cell surface {ECO:0000269|PubMed:25893292}. Membrane raft {ECO:0000269|PubMed:25893292}."	NA	"TOPO_DOM 34..126; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 148..503; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 127..147; /note=Helical; /evidence=ECO:0000255"
"803"	"P37173"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1310899, ECO:0000269|PubMed:25893292}; Single-pass type I membrane protein {ECO:0000269|PubMed:1310899}. Membrane raft {ECO:0000269|PubMed:25893292}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:34568316}."	NA	"TOPO_DOM 23..166; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 188..567; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 167..187; /note=Helical; /evidence=ECO:0000255"
"808"	"O00206"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11274165, ECO:0000269|PubMed:17098818, ECO:0000269|PubMed:20037584, ECO:0000269|PubMed:21393102, ECO:0000269|PubMed:27022195, ECO:0000269|PubMed:9237759}; Single-pass type I membrane protein {ECO:0000269|PubMed:11274165}. Early endosome {ECO:0000269|PubMed:27022195}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q9QUK6}. Note=Upon complex formation with CD36 and TLR6, internalized through dynamin-dependent endocytosis (PubMed:20037584). Colocalizes with RFTN1 at cell membrane and then together with RFTN1 moves to endosomes, upon lipopolysaccharide stimulation. {ECO:0000269|PubMed:20037584}."	NA	"TOPO_DOM 24..631; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 653..839; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 632..652; /note=Helical; /evidence=ECO:0000255"
"827"	"Q9NP84"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 28..80; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 102..129; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 81..101; /note=Helical; /evidence=ECO:0000255"
"828"	"O75509"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19654028}; Single-pass type I membrane protein {ECO:0000269|PubMed:19654028}."	NA	"TOPO_DOM 42..349; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 371..655; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 350..370; /note=Helical; /evidence=ECO:0000255"
"856"	"O43914"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9655483}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 22..40; /note=Extracellular; /evidence=ECO:0000305|PubMed:25981043; TOPO_DOM 62..113; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:25981043"	"TRANSMEM 41..61; /note=Helical; /evidence=ECO:0000269|PubMed:25981043"
"887"	"P19320"	"SUBCELLULAR LOCATION: [Vascular cell adhesion protein 1]: Cell membrane {ECO:0000305|PubMed:12878595}; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Soluble Vascular Cell Adhesion Molecule-1]: Secreted {ECO:0000269|PubMed:12878595, ECO:0000269|PubMed:36127634}."	NA	"TOPO_DOM 25..698; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 721..739; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 699..720; /note=Helical; /evidence=ECO:0000255"
"892"	"Q9Y279"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 20..283; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 305..399; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 284..304; /note=Helical; /evidence=ECO:0000255"
