Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer
NAPG		ENSG00000134265	NSF attachment protein gamma	Q99747	18	10525905-10552764	Predicted intracellular proteins	"ER-Golgi transport, Protein transport, Transport"			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA008208, HPA011389"	Enhanced		Approved	"Endoplasmic reticulum,Plasma membrane"		NA	NA		8800	Cluster 49: Eosinophils - Unknown function	Cluster 44: Heart - Cardiac muscle contraction	Cluster 15: Non-specific - Protein binding	Cluster 74: Pancreatic cells - Mixed function	Plasma membrane	Endoplasmic reticulum	"HPA008208: AB_1854305, HPA011389: AB_1854306"	unprognostic (1.23e-1)	unprognostic (7.64e-3)	unprognostic (6.96e-2)	unprognostic (1.53e-1)	unprognostic (9.83e-2)	unprognostic (2.28e-1)	unprognostic (1.28e-1)	unprognostic (4.59e-2)	unprognostic (1.55e-2)	unprognostic (2.77e-3)	unprognostic (1.46e-3)	unprognostic (5.85e-2)	prognostic favorable (8.14e-4)	unprognostic (3.81e-2)	unprognostic (2.87e-1)	unprognostic (4.97e-2)	unprognostic (6.96e-2)
NCAPH2	"384D8-2, CAP-H2, hCAP-H2"	ENSG00000025770	Non-SMC condensin II complex subunit H2	Q6IBW4	22	50508224-50524780	Predicted intracellular proteins	DNA condensation			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Late spermatids: 112.0	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA067932, HPA069056"	Enhanced		Supported	"Nucleoplasm,Cell Junctions,Cytokinetic bridge"		Yes	No			Cluster 46: Basophils - DNA binding	Cluster 76: Brain & Bone marrow - Chromatin organization	Cluster 39: Non-specific - Unknown function	Cluster 43: Non-specific - Cell proliferation	Nucleoplasm	"Cell Junctions, Cytokinetic bridge"	"HPA067932: AB_2685926, HPA069056: AB_2686076"	unprognostic (2.01e-1)	prognostic favorable (2.24e-8)	unprognostic (3.65e-2)	unprognostic (2.81e-1)	unprognostic (5.04e-2)	unprognostic (1.57e-2)	prognostic unfavorable (8.25e-4)	unprognostic (2.92e-2)	unprognostic (8.66e-2)	unprognostic (1.10e-1)	unprognostic (2.26e-2)	unprognostic (6.31e-2)	unprognostic (2.04e-3)	unprognostic (2.64e-2)	unprognostic (1.80e-1)	unprognostic (1.41e-1)	unprognostic (3.00e-1)
NCK1	"NCK, NCKalpha"	ENSG00000158092	NCK adaptor protein 1	P16333	3	136862208-136951606	Predicted intracellular proteins	Translation regulation			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Basal respiratory cells: 225.8;Ionocytes: 179.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB005063, HPA030766"	Supported		Approved	"Plasma membrane,Cytosol"		NA	NA		17000	Cluster 38: Basophils - Unknown function	Cluster 3: T-cells - Adaptive immune response	Cluster 43: Non-specific - Mitochondria	Cluster 5: Bronchus - Unknown function	"Plasma membrane, Cytosol"		"CAB005063: AB_562169, HPA030766: AB_2673602"	unprognostic (7.47e-2)	unprognostic (2.07e-1)	unprognostic (3.98e-2)	unprognostic (3.03e-2)	unprognostic (1.06e-2)	unprognostic (8.77e-3)	unprognostic (4.24e-3)	unprognostic (8.30e-2)	unprognostic (9.31e-2)	unprognostic (1.22e-1)	prognostic unfavorable (9.14e-5)	unprognostic (5.96e-2)	prognostic unfavorable (1.08e-4)	unprognostic (1.64e-1)	unprognostic (2.58e-1)	unprognostic (1.66e-1)	unprognostic (4.17e-2)
NCKIPSD	"AF3P21, DIP1, ORF1, SPIN90, WASLBP, WISH"	ENSG00000213672	NCK interacting protein with SH3 domain	Q9NZQ3	3	48673844-48686364	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"			Proto-oncogene	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		parathyroid gland: 121.9	Cell type enhanced	Detected in many		Peritubular cells: 48.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB019267, HPA050005"			Enhanced	Plasma membrane		NA	NA		110000	Cluster 47: Plasmacytoid DCs - Protein folding	Cluster 48: Parathyroid gland - membrane proteins	Cluster 5: Non-specific - Unknown function	Cluster 15: Smooth muscle cells - Muscle contraction	Plasma membrane		"CAB019267: , HPA050005: AB_2680988"	unprognostic (1.55e-2)	unprognostic (2.02e-1)	unprognostic (2.15e-1)	unprognostic (1.79e-1)	unprognostic (9.64e-3)	unprognostic (5.50e-3)	prognostic unfavorable (8.57e-4)	unprognostic (1.76e-1)	unprognostic (1.38e-1)	unprognostic (1.04e-1)	unprognostic (2.40e-2)	unprognostic (1.23e-1)	prognostic favorable (1.20e-5)	unprognostic (1.60e-2)	unprognostic (1.55e-1)	unprognostic (3.73e-2)	unprognostic (2.09e-2)
NCOA1	"bHLHe74, F-SRC-1, KAT13A, NCoA-1, RIP160, SRC1"	ENSG00000084676	Nuclear receptor coactivator 1	Q15788	2	24491914-24770702	"Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Acyltransferase, Transferase"	"Cancer-related genes, Proto-oncogene"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Astrocytes: 453.0;Excitatory neurons: 308.5;Inhibitory neurons: 411.9;Microglial cells: 332.9;Oligodendrocyte precursor cells: 440.0;Oligodendrocytes: 288.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Thyroid - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB019402, HPA070213, HPA070520"	Supported		Enhanced	"Nucleoplasm,Plasma membrane,Cytosol"		No	No			Cluster 5: Granulocytes - Unknown function	Cluster 58: Brain - Synaptic function	Cluster 12: Lymphoid cancers - Adaptive immune response	Cluster 10: Neurons & Oligodendrocytes - Nervous system development	Nucleoplasm	"Plasma membrane, Cytosol"	"CAB019402: AB_2196189, HPA070213: AB_2686235, HPA070520: AB_2686276"	unprognostic (2.73e-1)	unprognostic (5.82e-2)	unprognostic (2.46e-2)	unprognostic (9.89e-3)	unprognostic (7.60e-2)	unprognostic (2.36e-2)	unprognostic (7.06e-3)	unprognostic (1.45e-1)	unprognostic (1.43e-1)	unprognostic (1.72e-1)	unprognostic (2.93e-3)	unprognostic (1.16e-1)	unprognostic (2.10e-2)	unprognostic (7.15e-2)	unprognostic (3.08e-1)	unprognostic (1.29e-1)	unprognostic (2.92e-2)
NDC1	"FLJ10407, NET3, TMEM48"	ENSG00000058804	NDC1 transmembrane nucleoporin	Q9BTX1	1	53765478-53838463	"Metabolic proteins, Predicted membrane proteins, Transporters"	"mRNA transport, Protein transport, Translocation, Transport"			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in many			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Stomach - Mitotic cells (Stomach), Testis - Spermatocytes, Testis - Spermatogonia"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA069751, HPA070882"	Approved		Supported	"Nuclear membrane,Plasma membrane,Actin filaments"		NA	NA			Cluster 7: Monocytes - Unknown function	Cluster 3: T-cells - Adaptive immune response	Cluster 38: Non-specific - mRNA processing	Cluster 18: Non-specific - Mixed function	Nuclear membrane	"Plasma membrane, Actin filaments"	"HPA069751: AB_2686189, HPA070882: AB_2686320"	unprognostic (2.51e-1)	unprognostic (1.93e-1)	prognostic favorable (4.48e-5)	unprognostic (6.96e-3)	unprognostic (1.31e-1)	unprognostic (1.36e-3)	prognostic unfavorable (7.52e-7)	unprognostic (3.46e-3)	unprognostic (1.53e-2)	unprognostic (2.01e-1)	prognostic unfavorable (3.58e-4)	unprognostic (9.27e-2)	unprognostic (6.22e-3)	unprognostic (3.00e-3)	unprognostic (4.38e-2)	unprognostic (9.24e-2)	unprognostic (6.07e-2)
NECTIN2	"CD112, HVEB, PRR2, PVRL2, PVRR2"	ENSG00000130202	Nectin cell adhesion molecule 2	Q92692	19	44846175-44889223	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion, Host-virus interaction"	"Host cell receptor for virus entry, Receptor"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Langerhans cells: 254.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in some		eosinophil: 10.4	Lineage enhanced	Detected in many		granulocytes: 10.4	Low cancer specificity	Detected in all			"Adipose subcutaneous - Endothelial cells, Colon - Endothelial cells, Skeletal muscle - Endothelial cells, Testis - Sertoli cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA012759, CAB026138, HPA073459"	Enhanced		Approved	"Nucleoli fibrillar center,Cell Junctions"		NA	Yes		5900000	Cluster 52: Eosinophils - Transcription	Cluster 86: Liver & Placenta - Transport via ER	Cluster 39: Non-specific - Unknown function	Cluster 66: Endothelial cells - Angiogenesis	"Nucleoli fibrillar center, Cell Junctions"		"CAB026138: , HPA012759: AB_1846227, HPA073459: "	unprognostic (3.30e-2)	unprognostic (2.84e-1)	unprognostic (1.07e-1)	unprognostic (5.61e-3)	unprognostic (7.45e-2)	unprognostic (2.21e-1)	unprognostic (1.66e-2)	unprognostic (6.63e-2)	unprognostic (2.85e-1)	unprognostic (2.97e-1)	unprognostic (6.93e-2)	unprognostic (3.19e-1)	unprognostic (1.60e-1)	unprognostic (2.15e-1)	unprognostic (1.61e-1)	unprognostic (8.19e-2)	unprognostic (2.05e-1)
NEDD9	"CAS-L, CASS2, HEF1"	ENSG00000111859	"Neural precursor cell expressed, developmentally down-regulated 9"	Q14511	6	11183298-11382348	"Plasma proteins, Predicted intracellular proteins"	"Cell adhesion, Cell cycle, Cell division, Growth regulation, Mitosis"			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Adipocytes: 323.0;Alveolar cells type 1: 282.7;Endometrial ciliated cells: 241.7;Glandular and luminal cells: 305.1;Mucus glandular cells: 256.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Heart muscle - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA009689, CAB009720, HPA038768, HPA039270, HPA072955"	Uncertain		Supported	"Nucleoplasm,Plasma membrane,Cytosol"		NA	Yes			Cluster 8: Neutrophils - Inflammatory response	Cluster 82: Adipose tissue - ECM organization	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 14: Endometrium - Transcription regulation	"Nucleoplasm, Cytosol"	Plasma membrane	"CAB009720: , HPA009689: , HPA038768: AB_2676196, HPA039270: AB_2676422, HPA072955: "	unprognostic (2.83e-3)	unprognostic (2.33e-2)	unprognostic (1.08e-2)	unprognostic (6.93e-2)	unprognostic (2.12e-1)	unprognostic (1.16e-1)	unprognostic (1.62e-1)	unprognostic (9.54e-2)	unprognostic (3.05e-2)	unprognostic (2.09e-1)	unprognostic (2.90e-1)	unprognostic (1.64e-1)	unprognostic (5.59e-3)	unprognostic (2.25e-2)	unprognostic (2.37e-1)	unprognostic (2.41e-1)	unprognostic (1.05e-1)
NEO1	"HsT17534, IGDCC2, NGN, NTN1R2"	ENSG00000067141	Neogenin 1	Q92859	15	73051710-73305205	"Cancer-related genes, Plasma proteins, Predicted membrane proteins"	Cell adhesion		Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Astrocytes: 224.6;Excitatory neurons: 122.7;Oligodendrocyte precursor cells: 115.0;Oligodendrocytes: 414.8	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in all			"Adipose visceral - Mesothelial cells, Testis - Spermatogonia"	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB009320, HPA027804, HPA027805, HPA027806"	Uncertain		Approved	"Nucleoplasm,Golgi apparatus,Plasma membrane"		NA	NA		390000000	Cluster 16: MAIT-cells - Unknown function	Cluster 45: Intestine - Brush border	Cluster 20: Connective tissue cells - ECM organization	Cluster 63: Astrocytes - Nervous system maintenance	"Nucleoplasm, Plasma membrane"	Golgi apparatus	"CAB009320: AB_2150998, HPA027804: AB_10600771, HPA027805: AB_10601755, HPA027806: AB_10601006"	unprognostic (1.90e-1)	unprognostic (2.38e-2)	unprognostic (7.60e-3)	unprognostic (3.76e-2)	unprognostic (5.44e-1)	unprognostic (3.83e-2)	unprognostic (8.30e-2)	unprognostic (2.31e-1)	unprognostic (3.22e-1)	unprognostic (3.30e-2)	unprognostic (5.51e-2)	unprognostic (8.05e-2)	prognostic favorable (4.39e-4)	unprognostic (1.51e-1)	unprognostic (1.41e-1)	unprognostic (1.33e-2)	unprognostic (3.75e-1)
NF2	"ACN, BANF, merlin, SCH"	ENSG00000186575	Neurofibromin 2	P35240	22	29603556-29698598	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Cancer-related genes, Deafness, Disease variant, Tumor suppressor"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Early spermatids: 69.0;Late spermatids: 122.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Testis - Early spermatids, Testis - Late spermatids"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA003097, CAB005385"	Supported		Enhanced	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA			Cluster 27: Non-specific - Gene expression	Cluster 39: Non-specific - Mitochondria	Cluster 39: Non-specific - Unknown function	Cluster 74: Pancreatic cells - Mixed function	Plasma membrane	"Nucleoplasm, Cytosol"	"CAB005385: AB_2298548, HPA003097: AB_1079473"	unprognostic (3.27e-1)	unprognostic (1.34e-2)	unprognostic (1.34e-1)	unprognostic (1.76e-2)	unprognostic (3.14e-1)	unprognostic (1.62e-1)	unprognostic (5.76e-3)	unprognostic (1.61e-1)	unprognostic (3.67e-2)	unprognostic (2.16e-2)	unprognostic (2.01e-3)	unprognostic (4.66e-1)	prognostic favorable (2.89e-5)	unprognostic (7.73e-3)	unprognostic (1.31e-1)	unprognostic (2.24e-1)	unprognostic (9.62e-2)
NFE2L2	NRF2	ENSG00000116044	"Nuclear factor, erythroid 2 like 2"	Q16236	2	177227595-177392697	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Host-virus interaction, Transcription, Transcription regulation"	"Activator, DNA-binding"	"Cancer-related genes, Disease variant"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Langerhans cells: 775.0;Suprabasal keratinocytes: 719.2	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Skin - Keratinocyte (other)	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA002990, CAB020317, HPA043438"	Supported		Uncertain	"Nucleoplasm,Golgi apparatus,Plasma membrane,Centrosome,Cytosol"		NA	NA			Cluster 25: Monocytes - Inflammatory response	Cluster 37: Intestine - Unknown function	Cluster 61: Liver - Metabolism	Cluster 75: Myeloid cells - Innate immune response	"Nucleoplasm, Plasma membrane"	"Golgi apparatus, Centrosome, Cytosol"	"CAB020317: , HPA002990: AB_1079476, HPA043438: AB_2678482"	unprognostic (2.11e-1)	unprognostic (3.12e-2)	unprognostic (5.22e-2)	unprognostic (1.41e-1)	unprognostic (5.95e-2)	unprognostic (3.90e-1)	unprognostic (5.27e-2)	unprognostic (9.58e-2)	unprognostic (3.48e-2)	unprognostic (9.86e-2)	unprognostic (4.86e-2)	unprognostic (1.83e-1)	prognostic favorable (2.26e-4)	unprognostic (1.97e-2)	unprognostic (1.61e-1)	unprognostic (1.26e-1)	unprognostic (9.77e-3)
NFX1	"MGC20369, NFX2, TEG-42, Tex42"	ENSG00000086102	"Nuclear transcription factor, X-box binding 1"	Q12986	9	33290512-33371157	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Host-virus interaction, Transcription, Transcription regulation, Ubl conjugation pathway"	"Activator, DNA-binding, Repressor, Transferase"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in many			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Skin - Keratinocyte (other)	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA056310, HPA061382, HPA073519"	Approved		Supported	"Nucleoplasm,Nucleoli,Plasma membrane,Cytosol"		NA	NA			Cluster 38: Basophils - Unknown function	Cluster 8: Non-specific - Mitochondria	Cluster 55: Non-specific - Unknown function	Cluster 49: Early spermatids - Spermatogenesis	Nucleoplasm	"Nucleoli, Plasma membrane, Cytosol"	"HPA056310: AB_2683097, HPA061382: AB_2684496, HPA073519: AB_2686614"	unprognostic (3.90e-2)	unprognostic (6.01e-2)	unprognostic (1.19e-2)	unprognostic (1.40e-1)	unprognostic (3.07e-2)	unprognostic (2.02e-2)	unprognostic (9.11e-2)	unprognostic (1.81e-2)	unprognostic (8.71e-2)	prognostic favorable (3.75e-4)	unprognostic (3.40e-2)	unprognostic (1.27e-1)	unprognostic (1.13e-3)	unprognostic (3.36e-2)	unprognostic (1.14e-2)	unprognostic (9.62e-2)	unprognostic (3.20e-2)
NIBAN2	"bA356B19.6, C9orf88, DKFZP434H0820, FAM129B, FLJ13518, FLJ22151, FLJ22298, MINERVA"	ENSG00000136830	Niban apoptosis regulator 2	Q96TA1	9	127505339-127578989	"Plasma proteins, Predicted intracellular proteins"				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		esophagus: 606.7	Cell type enhanced	Detected in many		Alveolar cells type 1: 230.5;Suprabasal keratinocytes: 154.4	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in single		classical monocyte: 1.1	Low lineage specificity	Detected in single			Low cancer specificity	Detected in all			"Liver - Vascular Endothelial cells, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA021284, HPA021417, HPA023261, HPA024312"	Enhanced		Enhanced	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA		1500000	Cluster 25: Monocytes - Inflammatory response	Cluster 84: Esophagus - Epithelial cell function	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 3: Suprabasal keratinocytes - Cornification	"Plasma membrane, Cytosol"	Nucleoplasm	"HPA021284: AB_1848373, HPA021417: AB_1848374, HPA023261: AB_1848375, HPA024312: AB_1848376"	unprognostic (3.05e-3)	unprognostic (9.47e-2)	unprognostic (1.14e-3)	unprognostic (4.07e-2)	unprognostic (3.80e-3)	unprognostic (1.09e-1)	unprognostic (3.14e-2)	unprognostic (2.57e-3)	unprognostic (1.40e-1)	unprognostic (1.68e-2)	unprognostic (1.17e-3)	unprognostic (6.45e-2)	unprognostic (3.75e-2)	unprognostic (1.24e-2)	unprognostic (1.31e-1)	unprognostic (8.40e-2)	unprognostic (8.20e-3)
NKTR	p104	ENSG00000114857	Natural killer cell triggering receptor	P30414	3	42600655-42648735	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Isomerase, Rotamase"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA022120, HPA051576"	Approved		Supported	"Nucleoplasm,Plasma membrane,Cytosol"		No	No			Cluster 42: Non-specific - Transcription	Cluster 51: Non-specific - Unknown function	Cluster 52: Spermatids - Smell perception	Cluster 64: Non-specific - Transcription	"Nucleoplasm, Plasma membrane, Cytosol"		"HPA022120: AB_1854513, HPA051576: AB_2681540"	unprognostic (2.73e-3)	unprognostic (3.11e-1)	unprognostic (2.33e-1)	unprognostic (2.06e-1)	unprognostic (5.27e-3)	prognostic favorable (1.26e-4)	unprognostic (4.62e-2)	unprognostic (5.65e-2)	unprognostic (4.02e-2)	unprognostic (1.61e-1)	unprognostic (5.33e-2)	prognostic unfavorable (6.01e-4)	prognostic unfavorable (5.02e-4)	unprognostic (3.82e-1)	unprognostic (4.57e-1)	unprognostic (1.40e-1)	prognostic favorable (1.05e-5)
NLK		ENSG00000087095	Nemo like kinase	Q9UBE8	17	28041737-28196381	"Enzymes, Predicted intracellular proteins"	"Transcription, Transcription regulation, Wnt signaling pathway"	"Kinase, Serine/threonine-protein kinase, Transferase"		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		retina: 78.6	Cell type enhanced	Detected in many		Early spermatids: 126.8;Excitatory neurons: 311.3;Late spermatids: 415.0;Oligodendrocytes: 346.0	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enriched	Detected in single	45	basophil: 29.9	Lineage enriched	Detected in single	45	granulocytes: 29.9	Low cancer specificity	Detected in all			"Adipose visceral - Endothelial cells, Testis - Early spermatids"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA018192, HPA056511"	Approved		Approved	"Nucleoplasm,Nucleoli,Cell Junctions"		NA	NA			Cluster 46: Basophils - DNA binding	Cluster 58: Brain - Synaptic function	Cluster 56: Neurons - Neuronal signaling	Cluster 38: Neurons - Neuronal signaling	Nucleoplasm	"Nucleoli, Cell Junctions"	"HPA018192: AB_1854525, HPA056511: AB_2683160"	unprognostic (7.19e-2)	unprognostic (1.98e-1)	unprognostic (5.54e-2)	unprognostic (5.64e-3)	unprognostic (2.11e-1)	unprognostic (1.29e-1)	unprognostic (1.67e-2)	unprognostic (2.59e-3)	unprognostic (2.72e-2)	unprognostic (4.23e-3)	unprognostic (1.07e-2)	unprognostic (1.09e-2)	unprognostic (5.29e-2)	unprognostic (1.66e-1)	unprognostic (3.92e-1)	unprognostic (5.27e-2)	unprognostic (6.57e-2)
NLRX1	"CLR11.3, NOD9"	ENSG00000160703	NLR family member X1	Q86UT6	11	119166568-119184016	Predicted intracellular proteins	"Host-virus interaction, Immunity, Innate immunity"			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		esophagus: 43.2	Cell type enhanced	Detected in many		Suprabasal keratinocytes: 23.3	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in many		eosinophil: 15.4	Lineage enriched	Detected in many	4	granulocytes: 15.4	Low cancer specificity	Detected in all			"Colon - Smooth muscle cells, Heart muscle - Cardiomyocytes"	Low region specificity	Detected in all			Low region specificity	Detected in many			HPA061516	Supported		Supported	"Plasma membrane,Mitochondria"		NA	NA			Cluster 45: Eosinophils - Innate immune response	Cluster 84: Esophagus - Epithelial cell function	Cluster 58: Non-specific - Basic cellular processes	Cluster 3: Suprabasal keratinocytes - Cornification	Mitochondria	Plasma membrane	HPA061516: AB_2684548	unprognostic (7.58e-2)	unprognostic (3.71e-1)	unprognostic (6.36e-2)	prognostic favorable (2.47e-5)	unprognostic (5.60e-3)	unprognostic (2.59e-2)	unprognostic (2.06e-1)	unprognostic (2.43e-2)	unprognostic (8.80e-2)	unprognostic (1.17e-1)	unprognostic (3.49e-1)	unprognostic (3.29e-1)	prognostic favorable (2.59e-6)	unprognostic (3.06e-2)	unprognostic (1.70e-1)	unprognostic (2.83e-2)	unprognostic (4.22e-2)
