Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
NTNG2	"KIAA1857, Lmnt2, NTNG1"	ENSG00000196358	"Netrin G2"	Q96CW9	9	132161676-132244526	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Differentiation, Neurogenesis"	"Developmental protein"	"Autism spectrum disorder, Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"bone marrow: 40.4;brain: 74.6;retina: 26.7"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 33.8;Bipolar cells: 68.5;Cone photoreceptor cells: 155.1;Rod photoreceptor cells: 119.3"	"Low cancer specificity"	"Detected in some"			"Region enhanced"	"Detected in all"		"basal ganglia: 74.6"	"Immune cell enriched"	"Detected in single"	5	"neutrophil: 1.1"	"Lineage enriched"	"Detected in single"	11	"granulocytes: 1.1"	"Cancer enhanced"	"Detected in many"		"Leukemia: 9.2"	"Prostate - Prostate glandular cells, Skin - Fibroblast_2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA024306, HPA071290"	Approved		Uncertain	"Vesicles,Plasma membrane"	"Intracellular and membrane"	NA	NA			"Cluster 1: Neutrophils - Mixed function"	"Cluster 76: Brain & Bone marrow - Chromatin organization"	"Cluster 12: Lymphoid cancers - Adaptive immune response"	"Cluster 44: Photoreceptor cells - Visual perception"	Vesicles	"Plasma membrane"	"HPA024306: , HPA071290: AB_2686381"	"unprognostic (5.01e-2)"	"unprognostic (2.95e-2)"	"unprognostic (4.12e-2)"	"unprognostic (1.01e-1)"	"unprognostic (3.59e-1)"	"unprognostic (7.67e-2)"	"unprognostic (2.73e-2)"	"unprognostic (2.87e-1)"	"unprognostic (4.86e-2)"	"unprognostic (1.47e-1)"	"unprognostic (2.62e-2)"	"prognostic favorable (6.06e-4)"	"unprognostic (9.30e-12)"	"unprognostic (1.66e-1)"	"unprognostic (3.23e-1)"	"unprognostic (3.84e-2)"	"unprognostic (2.00e-1)"
NTRK2	TRKB	ENSG00000148053	"Neurotrophic receptor tyrosine kinase 2"	Q16620	9	84668551-85027054	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, RAS pathway related proteins"	"Differentiation, Neurogenesis"	"Developmental protein, Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes, Disease variant, Epilepsy, FDA approved drug targets, Obesity"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 230.0;thyroid gland: 116.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 1108.7;Excitatory neurons: 739.7;Inhibitory neurons: 857.4;Oligodendrocyte precursor cells: 534.3"	"Group enriched"	"Detected in many"	5	"glioma: 31.6;head and neck cancer: 8.0;lung cancer: 9.8;thyroid cancer: 26.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 7.4;Esophageal cancer: 8.8"	"Breast - Breast myoepithelial cells, Liver - Hepatic stellate cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA007637, CAB010346, HPA074873"	Enhanced		Supported	"Plasma membrane"		NA	NA		20000000		"Cluster 73: Brain - Neuropeptide signaling"	"Cluster 61: Liver - Metabolism"	"Cluster 32: Neurons - Synaptic function"	"Plasma membrane"		"CAB010346: AB_2155274, HPA007637: AB_1080385, HPA074873: "	"unprognostic (2.75e-3)"	"unprognostic (3.48e-2)"	"unprognostic (1.82e-2)"	"unprognostic (3.26e-1)"	"unprognostic (9.26e-2)"	"unprognostic (2.56e-2)"	"unprognostic (1.29e-2)"	"unprognostic (9.16e-2)"	"unprognostic (6.13e-2)"	"unprognostic (1.05e-1)"	"unprognostic (4.25e-2)"	"unprognostic (2.18e-2)"	"unprognostic (2.66e-2)"	"unprognostic (1.20e-2)"	"unprognostic (1.21e-2)"	"unprognostic (1.31e-1)"	"unprognostic (1.39e-3)"
NUDCD3	"KIAA1068, NudCL"	ENSG00000015676	"NudC domain containing 3"	Q8IVD9	7	44379119-44490658	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA019136, HPA019528, HPA019529"	Enhanced		Approved	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA			"Cluster 44: Non-specific - Transcription"	"Cluster 39: Non-specific - Mitochondria"	"Cluster 63: Non-specific - Unknown function"	"Cluster 42: Spermatocytes & Spermatids - Spermatogenesis"	"Plasma membrane, Cytosol"	Nucleoplasm	"HPA019136: AB_1852370, HPA019528: AB_1852372, HPA019529: AB_1852374"	"unprognostic (3.72e-2)"	"unprognostic (9.28e-3)"	"unprognostic (2.33e-2)"	"unprognostic (2.05e-3)"	"unprognostic (2.18e-3)"	"unprognostic (2.05e-2)"	"unprognostic (4.73e-2)"	"unprognostic (2.30e-2)"	"unprognostic (2.18e-1)"	"unprognostic (3.96e-2)"	"unprognostic (2.28e-1)"	"unprognostic (5.62e-2)"	"prognostic favorable (9.16e-4)"	"unprognostic (3.51e-2)"	"unprognostic (1.58e-2)"	"unprognostic (1.45e-1)"	"unprognostic (6.50e-2)"
OAS3		ENSG00000111331	"2'-5'-oligoadenylate synthetase 3"	Q9Y6K5	12	112938051-112976460	"Enzymes, Predicted intracellular proteins"	"Antiviral defense, Immunity, Innate immunity"	"Nucleotidyltransferase, RNA-binding, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"monocytes: 43.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"non-classical monocyte: 15.3"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"				"Not detected"	"Not detected"							"HPA041253, HPA041372"	Uncertain		Supported	"Nucleoplasm,Plasma membrane,Cytosol"		Yes	No		21000	"Cluster 51: Monocytes - Innate immune response"	"Cluster 11: Squamous epithelial cells - Epithelial cell function"	"Cluster 30: Non-specific - Antiviral immune response"	"Cluster 66: Endothelial cells - Angiogenesis"	"Nucleoplasm, Cytosol"	"Plasma membrane"	"HPA041253: AB_10794990, HPA041372: AB_10795590"	"unprognostic (8.47e-2)"	"unprognostic (9.13e-2)"	"unprognostic (1.27e-2)"	"unprognostic (4.39e-3)"	"unprognostic (2.59e-2)"	"unprognostic (1.45e-1)"	"unprognostic (4.14e-3)"	"unprognostic (8.06e-3)"	"unprognostic (3.19e-1)"	"unprognostic (1.73e-2)"	"unprognostic (2.29e-3)"	"unprognostic (2.48e-1)"	"prognostic unfavorable (2.23e-5)"	"unprognostic (4.25e-2)"	"unprognostic (1.37e-2)"	"unprognostic (3.29e-2)"	"unprognostic (2.93e-2)"
OBSCN	"ARHGEF30, KIAA1556, KIAA1639, UNC89"	ENSG00000154358	"Obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	Q5VST9	1	228208044-228378876	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	Differentiation	"Calmodulin-binding, Developmental protein, Kinase, Muscle protein, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"skeletal muscle: 481.3"	"Group enriched"	"Detected in many"	12	"Cardiomyocytes: 140.3;Skeletal myocytes: 420.6"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Heart muscle - Cardiomyocytes, Liver - Hepatic stellate cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"HPA021186, HPA065801"	Enhanced		Approved	"Plasma membrane,Cytosol"		NA	NA		4500000	"Cluster 7: Monocytes - Unknown function"	"Cluster 33: Striated muscle - Muscle contraction"	"Cluster 12: Lymphoid cancers - Adaptive immune response"	"Cluster 27: Skeletal myocytes - Muscle contraction"	"Plasma membrane, Cytosol"		"HPA021186: AB_1854761, HPA065801: "	"unprognostic (8.47e-3)"	"unprognostic (1.56e-1)"	"unprognostic (9.99e-2)"	"prognostic unfavorable (1.64e-4)"	"unprognostic (5.30e-3)"	"unprognostic (6.36e-2)"	"unprognostic (4.54e-3)"	"unprognostic (1.82e-1)"	"unprognostic (8.81e-2)"	"unprognostic (1.93e-2)"	"unprognostic (3.38e-1)"	"unprognostic (1.45e-1)"	"unprognostic (1.57e-3)"	"unprognostic (1.34e-1)"	"unprognostic (1.77e-1)"	"unprognostic (3.53e-1)"	"unprognostic (1.16e-2)"
OCA2	"BEY, BEY1, BEY2, D15S12, EYCL, EYCL2, EYCL3, P"	ENSG00000104044	"OCA2 melanosomal transmembrane protein"	Q04671	15	27754875-28099315	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	Transport		"Albinism, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"choroid plexus: 28.1"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 30.4;Inhibitory neurons: 39.8;Melanocytes: 66.2;Peritubular cells: 15.4"	"Cancer enriched"	"Detected in many"	17	"melanoma: 19.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	11	"skin cancer: 23.1"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Skin - Melanocytes, Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in some"							HPA036402			Approved	"Plasma membrane,Cytosol"		NA	NA				"Cluster 88: Choroid plexus - Transmembrane transport"	"Cluster 16: Skin cancer - Melanocyte processes"	"Cluster 32: Neurons - Synaptic function"	"Plasma membrane"	Cytosol	"HPA036402: "	"unprognostic (6.07e-3)"	"unprognostic (1.97e-2)"	"unprognostic (3.25e-1)"	"unprognostic (2.82e-2)"	"unprognostic (4.60e-4)"	"unprognostic (7.11e-2)"	"unprognostic (1.10e-1)"	"unprognostic (4.12e-2)"	"unprognostic (3.47e-2)"	"unprognostic (4.95e-2)"	"unprognostic (1.96e-2)"	"unprognostic (1.60e-2)"	"unprognostic (2.20e-6)"	"unprognostic (2.61e-1)"	"unprognostic (4.21e-1)"	"unprognostic (3.28e-2)"	"unprognostic (2.28e-2)"
OCLN	PPP1R115	ENSG00000197822	Occludin	Q16625	5	69492292-69558104	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"thyroid gland: 31.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 104.5;Endometrial ciliated cells: 91.2;Glandular and luminal cells: 121.2"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"neutrophil: 2.7"	"Lineage enriched"	"Detected in single"	5	"granulocytes: 2.7"	"Low cancer specificity"	"Detected in many"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA005933, CAB013075, CAB068212, CAB068213, CAB068214"	Enhanced		Supported	"Plasma membrane,Cell Junctions"	"Intracellular and membrane"	NA	NA			"Cluster 33: Neutrophils - Chromatin organization"	"Cluster 29: Non-specific - Vesicular transport"	"Cluster 46: Non-specific - Unknown function"	"Cluster 14: Endometrium - Transcription regulation"	"Plasma membrane, Cell Junctions"		"CAB013075: AB_2533101, CAB068212: AB_2665711, CAB068213: AB_2665712, CAB068214: AB_2665713, HPA005933: AB_1079520"	"unprognostic (2.28e-1)"	"unprognostic (1.88e-1)"	"unprognostic (2.50e-2)"	"unprognostic (9.94e-2)"	"unprognostic (3.65e-1)"	"unprognostic (1.39e-1)"	"unprognostic (2.24e-1)"	"unprognostic (1.08e-2)"	"unprognostic (8.25e-2)"	"unprognostic (8.20e-2)"	"unprognostic (2.58e-2)"	"unprognostic (3.48e-1)"	"prognostic favorable (6.59e-11)"	"unprognostic (2.83e-1)"	"unprognostic (4.01e-1)"	"unprognostic (1.33e-1)"	"unprognostic (3.35e-1)"
OLFM4	"GC1, GW112, OlfD"	ENSG00000102837	"Olfactomedin 4"	Q6UX06	13	53028813-53052057	"Predicted secreted proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 1296.1;pancreas: 671.4"	"Cell type enhanced"	"Detected in many"		"Club cells: 912.1;Ductal cells: 550.8;Enteroendocrine cells: 425.1;Exocrine glandular cells: 1845.5;Undifferentiated cells: 2310.8"	"Group enriched"	"Detected in many"	14	"colorectal cancer: 711.4;pancreatic cancer: 594.7;stomach cancer: 724.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	10	"colorectal cancer: 127.6;Gastric cancer: 51.3"	"Colon - Colon enterocytes, Lung - Neutrophil_1, Prostate - Urothelial cells"	"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			HPA077718	Enhanced		Supported	"Nucleoplasm,Plasma membrane,Cytokinetic bridge,Cytosol"	"Secreted to digestive system"	Yes	NA		9300		"Cluster 56: Intestine - Transmembrane transport"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 26: Intestinal epithelial cells - Absorption"	"Nucleoplasm, Plasma membrane"	"Cytokinetic bridge, Cytosol"	"HPA077718: AB_2732358"	"prognostic favorable (8.77e-4)"	"unprognostic (4.84e-2)"	"unprognostic (1.65e-3)"	"unprognostic (2.33e-1)"	"unprognostic (7.24e-2)"	"unprognostic (1.34e-1)"	"unprognostic (3.74e-2)"	"unprognostic (5.16e-2)"	"unprognostic (1.40e-1)"	"unprognostic (1.22e-1)"	"unprognostic (4.78e-2)"	"unprognostic (1.28e-1)"	"unprognostic (1.50e-1)"	"unprognostic (1.29e-2)"	"unprognostic (1.33e-1)"	"unprognostic (4.37e-2)"	"unprognostic (4.84e-3)"
OLR1	"CLEC8A, LOX-1, SCARE1"	ENSG00000173391	"Oxidized low density lipoprotein receptor 1"	P78380	12	10158301-10172138	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion, Immunity, Inflammatory response"	Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 52.6;lung: 100.2;placenta: 114.5"	"Group enriched"	"Detected in many"	6	"Cytotrophoblasts: 383.4;Hofbauer cells: 218.7;Langerhans cells: 115.9;Macrophages: 149.0;monocytes: 159.4;Syncytiotrophoblasts: 415.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"myeloid DC: 2.8"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 148.7;head and neck cancer: 80.5"	"Prostate - T-cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid - T-cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA050798			Approved	"Nucleoplasm,Vesicles,Plasma membrane"	"Intracellular and membrane"	NA	NA	1060000		"Cluster 28: Myeloid DCs - Unknown function"	"Cluster 57: Non-specific - Angiogenesis"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 19: Macrophages - Innate immune response"	"Nucleoplasm, Plasma membrane"	Vesicles	"HPA050798: AB_2756318"	"unprognostic (2.30e-1)"	"unprognostic (3.16e-2)"	"unprognostic (1.58e-2)"	"unprognostic (1.32e-1)"	"unprognostic (7.81e-2)"	"prognostic unfavorable (8.24e-5)"	"unprognostic (6.34e-2)"	"unprognostic (6.07e-3)"	"unprognostic (5.40e-2)"	"unprognostic (2.64e-1)"	"unprognostic (1.97e-2)"	"unprognostic (3.51e-1)"	"unprognostic (1.08e-1)"	"unprognostic (4.94e-3)"	"unprognostic (3.47e-2)"	"unprognostic (1.48e-2)"	"unprognostic (1.42e-1)"
OSBPL6	ORP6	ENSG00000079156	"Oxysterol binding protein like 6"	Q9BZF3	2	178194481-178402893	"Plasma proteins, Predicted intracellular proteins"	"Lipid transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 33.8;tongue: 20.3"	"Group enriched"	"Detected in many"	4	"Astrocytes: 272.7;Excitatory neurons: 309.7;Inhibitory neurons: 395.1;Oligodendrocyte precursor cells: 128.5;Skeletal myocytes: 138.6"	"Cancer enhanced"	"Detected in many"		"glioma: 3.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Respiratory ciliated cells, Skin - Keratinocyte (other), Thyroid - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA032131	Enhanced		Approved	"Plasma membrane"		NA	NA			"Cluster 9: Neutrophils - Innate immune response"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 32: Myeloid leukemia - Oxygen transport"	"Cluster 37: Neurons - Neuronal signaling"	"Plasma membrane"		"HPA032131: AB_10670963"	"unprognostic (6.22e-2)"	"unprognostic (1.53e-1)"	"unprognostic (2.47e-1)"	"unprognostic (5.95e-3)"	"unprognostic (5.26e-2)"	"unprognostic (1.40e-2)"	"unprognostic (7.55e-2)"	"unprognostic (4.81e-2)"	"unprognostic (3.32e-1)"	"unprognostic (1.03e-1)"	"unprognostic (3.03e-3)"	"unprognostic (3.49e-2)"	"unprognostic (1.15e-5)"	"unprognostic (1.11e-2)"	"unprognostic (1.30e-1)"	"unprognostic (3.73e-4)"	"unprognostic (4.44e-6)"
OSCAR		ENSG00000170909	"Osteoclast associated Ig-like receptor"	Q8IYS5	19	54094668-54102692	"Predicted intracellular proteins, Predicted membrane proteins"		Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"bone marrow: 13.6;lung: 28.4;lymphoid tissue: 29.8"	"Group enriched"	"Detected in some"	6	"Hofbauer cells: 50.1;Kupffer cells: 31.8;Langerhans cells: 16.1;Macrophages: 43.9;monocytes: 41.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"Group enriched"	"Detected in many"	36	"classical monocyte: 43.0;eosinophil: 26.6;intermediate monocyte: 28.8;myeloid DC: 20.3;neutrophil: 40.0;non-classical monocyte: 27.0"	"Group enriched"	"Detected in many"	79	"dendritic cells: 20.3;granulocytes: 40.0;monocytes: 43.0"	"Cancer enhanced"	"Detected in some"		"Leukemia: 7.8;thyroid cancer: 5.9"	"Adipose subcutaneous - Macrophages, Kidney - Macrophages"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA073996			Approved	"Nucleoplasm,Plasma membrane,Cytosol"	"Intracellular and membrane"	NA	NA		84000000	"Cluster 25: Monocytes - Inflammatory response"	"Cluster 2: Immune cells - Immune response"	"Cluster 66: Myeloid cells - Innate immune response"	"Cluster 19: Macrophages - Innate immune response"	"Nucleoplasm, Plasma membrane, Cytosol"		"HPA073996: "	"unprognostic (9.09e-2)"	"unprognostic (6.79e-3)"	"unprognostic (8.47e-3)"	"unprognostic (2.14e-1)"	"unprognostic (2.12e-2)"	"unprognostic (9.04e-2)"	"unprognostic (1.39e-1)"	"unprognostic (3.86e-1)"	"unprognostic (8.57e-2)"	"unprognostic (1.15e-1)"	"unprognostic (2.05e-2)"	"unprognostic (3.01e-1)"	"prognostic unfavorable (2.71e-5)"	"unprognostic (1.84e-1)"	"unprognostic (2.88e-2)"	"unprognostic (9.69e-2)"	"unprognostic (4.28e-2)"
OSR2	FLJ90037	ENSG00000164920	"Odd-skipped related transciption factor 2"	Q8N2R0	8	98944403-98952104	"Predicted intracellular proteins, Transcription factors"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix: 166.1;endometrium 1: 155.1;fallopian tube: 155.3"	"Cell type enhanced"	"Detected in many"		"Endometrial stromal cells: 245.2;Extravillous trophoblasts: 167.5;Leydig cells: 816.0;Peritubular cells: 774.7"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Breast - Fibroblasts, Kidney - Fibroblasts, Lung - Fibroblast_2, Skin - Fibroblast_2, Thyroid - Smooth muscle cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA052425, HPA063486"	Uncertain		Approved	"Nucleoplasm,Plasma membrane"		NA	NA				"Cluster 89: Fibroblasts - ECM organization"	"Cluster 59: Fibroblasts - Metabolism"	"Cluster 52: Endometrial stromal cells - ECM organization"	"Plasma membrane"	Nucleoplasm	"HPA052425: AB_2681826, HPA063486: AB_2685022"	"unprognostic (1.72e-1)"	"unprognostic (1.92e-3)"	"unprognostic (1.03e-1)"	"unprognostic (5.94e-2)"	"unprognostic (1.57e-1)"	"prognostic favorable (2.44e-5)"	"unprognostic (1.70e-2)"	"unprognostic (1.15e-2)"	"unprognostic (1.89e-2)"	"unprognostic (3.73e-3)"	"unprognostic (3.01e-2)"	"unprognostic (6.19e-2)"	"unprognostic (1.57e-7)"	"unprognostic (1.37e-2)"	"unprognostic (2.39e-1)"	"unprognostic (2.56e-4)"	"unprognostic (8.54e-3)"
OXGR1	"aKGR, GPR80, GPR99, P2RY15, P2Y15"	ENSG00000165621	"Oxoglutarate receptor 1"	Q96P68	13	96985719-96994730	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Low tissue specificity"	"Detected in many"			"Cell type enriched"	"Detected in some"	9	"Extravillous trophoblasts: 56.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in some"	6	"myeloid DC: 1.2;plasmacytoid DC: 2.1"	"Lineage enriched"	"Detected in single"	7	"dendritic cells: 2.1"	"Cancer enhanced"	"Detected in some"		"Rhabdoid: 8.7"	"Adipose subcutaneous - Smooth muscle cells, Breast - Breast glandular cells (progenitors), Kidney - Intercalated cells, Pancreas - Beta cells, Skin - Eccrine sweat gland cells"	"Not detected"	"Not detected"							HPA067673			Supported	"Plasma membrane"		NA	NA			"Cluster 28: Myeloid DCs - Unknown function"	"Cluster 27: Brain & Skin - Unknown function"	"Cluster 22: Rhabdoid cancers - Neuronal signaling"	"Cluster 54: Extravillous trophoblasts - Unknown function"	"Plasma membrane"		"HPA067673: AB_2685883"	"unprognostic (1.83e-1)"	"unprognostic (1.01e-2)"	"unprognostic (1.33e-1)"	"unprognostic (6.97e-4)"	"unprognostic (7.23e-2)"	"unprognostic (1.52e-1)"		"unprognostic (8.38e-2)"	"unprognostic (2.16e-1)"	"unprognostic (1.16e-1)"	"unprognostic (2.22e-2)"	"unprognostic (4.14e-2)"	"unprognostic (3.88e-2)"	"unprognostic (1.89e-1)"	"unprognostic (2.75e-1)"	"unprognostic (1.54e-1)"	"unprognostic (9.68e-2)"
