Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
KCNV1	Kv8.1	ENSG00000164794	"Potassium voltage-gated channel modifier subfamily V member 1"	Q6PIU1	8	109963636-109975771	"Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	7	"brain: 4.9"	"Cell type enriched"	"Detected in some"	10	"Excitatory neurons: 27.8"	"Cancer enhanced"	"Detected in single"		"renal cancer: 0.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"				"Low region specificity"	"Detected in many"			"Region enhanced"	"Detected in many"		"cerebral cortex: 36.6"	HPA067233			Supported	"Plasma membrane,Cytokinetic bridge"		Yes	NA				"Cluster 10: Brain - Neuronal signaling"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane, Cytokinetic bridge"		"HPA067233: "			"unprognostic (1.41e-1)"		"unprognostic (1.81e-2)"			"unprognostic (5.01e-4)"		"unprognostic (2.30e-1)"	"unprognostic (3.76e-2)"		"unprognostic (1.13e-2)"	"unprognostic (3.89e-2)"	"unprognostic (2.27e-1)"	"unprognostic (4.17e-2)"	
NT5C1B-RDH14		ENSG00000250741	"NT5C1B-RDH14 readthrough"		2	18555545-18589564	"Metabolic proteins, Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Tissue enriched"	"Detected in single"	126	"testis: 16.6"	"Group enriched"	"Detected in some"	146	"Early spermatids: 40.2;Late spermatids: 60.6"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												HPA056683	Uncertain		Approved	"Nucleoplasm,Nucleoli,Plasma membrane"		NA	NA				"Cluster 74: Testis - Spermatogenesis"		"Cluster 36: Spermatids - Spermatogenesis"	"Nucleoli, Plasma membrane"	Nucleoplasm	"HPA056683: AB_2683207"																	
PCDHA5	"CNR6, CNRN6, CNRS6, CRNR6, PCDH-ALPHA5"	ENSG00000204965	"Protocadherin alpha 5"	Q9Y5H7	5	140821604-141012347	"Predicted membrane proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	6	"brain: 3.3"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 1.1;Horizontal cells: 1.3"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in some"		"cerebellum: 3.3"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Neuroblastoma: 1.6"	"Testis - Early spermatids"	"Low region specificity"	"Detected in many"							HPA044557	Approved		Approved	"Nuclear speckles,Plasma membrane,Mitochondria"		NA	NA				"Cluster 6: Brain - Smell perception"	"Cluster 29: TT & NCI-H1385 - Synaptic signal transduction"	"Cluster 9: Neurons - Nervous system development"	"Plasma membrane"	"Nuclear speckles, Mitochondria"	"HPA044557: AB_10970597"	"unprognostic (4.95e-2)"	"unprognostic (6.23e-2)"	"unprognostic (2.06e-1)"	"unprognostic (8.81e-4)"	"unprognostic (5.10e-2)"	"unprognostic (6.25e-3)"	"unprognostic (6.74e-2)"	"unprognostic (9.79e-2)"	"unprognostic (2.46e-2)"	"unprognostic (4.49e-2)"	"unprognostic (1.44e-2)"	"unprognostic (1.10e-4)"	"unprognostic (9.30e-4)"	"unprognostic (1.07e-1)"	"unprognostic (1.39e-1)"	"unprognostic (8.17e-5)"	"unprognostic (2.11e-1)"
PCDHB1	PCDH-BETA1	ENSG00000171815	"Protocadherin beta 1"	Q9Y5F3	5	141051374-141059346	"Predicted membrane proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in single"		"skeletal muscle: 1.4"	"Cell type enhanced"	"Detected in some"		"Respiratory ciliated cells: 1.4;Skeletal myocytes: 2.0"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Colon - Enteric glia cells, Lung - Respiratory ciliated cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			HPA053921	Uncertain		Uncertain	"Nucleoplasm,Plasma membrane"		NA	NA			"Cluster 17: Basophils - Unknown function"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 7: Neuronal cell lines - Stereocilium"	"Cluster 56: Ciliated cells - Cilium assembly"	Nucleoplasm	"Plasma membrane"	"HPA053921: AB_2682310"	"unprognostic (5.54e-2)"	"unprognostic (1.60e-2)"		"unprognostic (9.01e-4)"	"unprognostic (8.65e-2)"			"unprognostic (8.00e-2)"		"unprognostic (7.82e-2)"	"unprognostic (2.63e-2)"	"unprognostic (1.40e-1)"	"unprognostic (8.17e-5)"	"unprognostic (3.38e-2)"	"unprognostic (9.40e-2)"	"unprognostic (1.23e-1)"	"unprognostic (5.77e-4)"
PCDHGA8	"KIAA0327, PCDH-GAMMA-A8"	ENSG00000253767	"Protocadherin gamma subfamily A, 8"	Q9Y5G5	5	141390157-141512975	"Predicted membrane proteins"	"Cell adhesion"			"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	7	"brain: 3.9"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 7.9;Horizontal cells: 5.1;Salivary duct cells: 4.0;Skeletal myocytes: 21.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Low region specificity"	"Detected in all"							"HPA008755, HPA010580"	Uncertain		Uncertain	"Nucleoplasm,Vesicles,Plasma membrane,Cytosol"		NA	NA			"Cluster 17: Basophils - Unknown function"	"Cluster 69: Cerebellum - Gene expression regulation"	"Cluster 4: Non-specific - Transcription"	"Cluster 27: Skeletal myocytes - Muscle contraction"	"Vesicles, Plasma membrane"	"Nucleoplasm, Cytosol"	"HPA008755: AB_1079577, HPA010580: AB_2732401"	"unprognostic (3.28e-2)"	"unprognostic (2.27e-2)"	"unprognostic (4.86e-2)"	"unprognostic (3.38e-2)"	"unprognostic (2.80e-1)"	"unprognostic (4.10e-2)"	"unprognostic (7.68e-2)"	"unprognostic (2.30e-2)"	"unprognostic (1.83e-2)"	"unprognostic (2.23e-1)"	"unprognostic (1.24e-1)"	"unprognostic (1.35e-2)"	"unprognostic (1.49e-3)"	"unprognostic (7.59e-2)"	"unprognostic (3.92e-2)"	"unprognostic (3.38e-1)"	"unprognostic (1.99e-3)"
PPP3R2	PPP3RL	ENSG00000188386	"Protein phosphatase 3 regulatory subunit B, beta"	Q96LZ3	9	101591604-101595021	"FDA approved drug targets, Predicted intracellular proteins"			"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	161	"testis: 80.8"	"Group enriched"	"Detected in some"	17	"Early spermatids: 443.8;Late spermatids: 211.8;Spermatocytes: 500.4"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids"	"Not detected"	"Not detected"							HPA047157	Uncertain		Approved	"Plasma membrane,Cytosol"		NA	NA				"Cluster 74: Testis - Spermatogenesis"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 42: Spermatocytes & Spermatids - Spermatogenesis"	"Plasma membrane"	Cytosol	"HPA047157: AB_2679960"												"unprognostic (8.81e-2)"			"unprognostic (2.65e-1)"		
RHOXF2B		ENSG00000203989	"Rhox homeobox family member 2B"	P0C7M4	X	120072264-120077690	"Predicted intracellular proteins, Transcription factors"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	85	"testis: 21.2"	"Cell type enriched"	"Detected in single"	10	"Spermatogonia: 1.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"Gastric cancer: 15.8;Leukemia: 35.6;Myeloma: 35.0"										HPA003314	Supported		Approved	"Nucleoplasm,Plasma membrane"		NA	NA				"Cluster 74: Testis - Spermatogenesis"	"Cluster 66: Myeloid cells - Innate immune response"	"Cluster 47: Spermatogonia - Spermatogenesis"	"Plasma membrane"	Nucleoplasm	"HPA003314: AB_1855193"																	
RIMBP3C		ENSG00000183246	"RIMS binding protein 3C"	A6NJZ7	22	21545678-21551461	"Predicted intracellular proteins"	"Differentiation, Spermatogenesis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	21	"testis: 6.1"	"Group enriched"	"Detected in some"	4	"Early spermatids: 31.3;Late spermatids: 43.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"									HPA001183	Supported		Uncertain	"Vesicles,Plasma membrane"		NA	NA				"Cluster 83: Testis - Spermatogenesis"	"Cluster 17: RS4;11 - Unknown function"	"Cluster 6: Late spermatids - Spermatogenesis"	"Vesicles, Plasma membrane"		"HPA001183: AB_1079205"	"unprognostic (1.74e-1)"	"unprognostic (4.05e-2)"			"unprognostic (3.49e-2)"	"unprognostic (2.18e-1)"		"unprognostic (8.30e-2)"	"unprognostic (4.53e-2)"	"unprognostic (6.65e-2)"	"unprognostic (1.15e-3)"	"unprognostic (6.23e-2)"	"unprognostic (2.17e-6)"	"unprognostic (3.04e-1)"	"unprognostic (3.29e-1)"	"unprognostic (3.76e-6)"	"unprognostic (1.66e-2)"
RTL4	"FLJ46608, Mar4, Mart4, SIRH11, ZCCHC16"	ENSG00000187823	"Retrotransposon Gag like 4"	Q6ZR62	X	112454500-112457112	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in single"		"liver: 1.1"	"Group enriched"	"Detected in some"	5	"Inhibitory neurons: 11.6;Oligodendrocytes: 45.2"	"Group enriched"	"Detected in some"	8	"testis cancer: 1.4;thyroid cancer: 3.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA003272	Uncertain		Approved	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA				"Cluster 15: Liver - Metabolism"	"Cluster 29: TT & NCI-H1385 - Synaptic signal transduction"	"Cluster 8: Oligodendrocytes - Myelin sheath organization"	Nucleoplasm	"Plasma membrane, Cytosol"	"HPA003272: AB_2257414"							"unprognostic (9.86e-2)"						"unprognostic (2.04e-4)"		"unprognostic (6.35e-2)"	"unprognostic (5.33e-3)"	
SLCO1B1	"LST-1, OATP-C, OATP1B1, SLC21A6"	ENSG00000134538	"Solute carrier organic anion transporter family member 1B1"	Q9Y6L6	12	21131194-21239796	"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	614	"liver: 537.2"	"Cell type enriched"	"Detected in some"	14	"Hepatocytes: 157.8"	"Cancer enriched"	"Detected in some"	96	"liver cancer: 52.6"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"testis cancer: 2.2"	"Liver - Hepatocytes"									"HPA050892, HPA073093"	Supported		Supported	"Plasma membrane"		NA	NA				"Cluster 60: Liver - Hemostasis & Lipid metabolism"	"Cluster 61: Liver - Metabolism"	"Cluster 13: Hepatocytes - Oxidoreductase activity"	"Plasma membrane"		"HPA050892: AB_2681265, HPA073093: "			"unprognostic (5.45e-1)"			"unprognostic (1.82e-4)"	"unprognostic (2.43e-3)"	"unprognostic (1.96e-3)"		"unprognostic (1.80e-1)"	"unprognostic (2.41e-1)"	"unprognostic (8.82e-2)"		"unprognostic (5.63e-2)"	"unprognostic (3.86e-2)"		"unprognostic (3.49e-1)"
SPANXN4	"CT11.9, SPANX-N4"	ENSG00000189326	"SPANX family member N4"	Q5MJ08	X	143025918-143034702	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	59	"testis: 25.9"	"Cell type enriched"	"Detected in some"	6	"Late spermatids: 317.4"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												"HPA045730, HPA059094"	Uncertain		Approved	"Nuclear membrane,Vesicles,Plasma membrane"		NA	NA			"Cluster 9: Neutrophils - Innate immune response"	"Cluster 74: Testis - Spermatogenesis"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 51: Late spermatids - Spermatogenesis"	"Vesicles, Plasma membrane"	"Nuclear membrane"	"HPA045730: AB_10961036, HPA059094: "																	
SPATA1	SP-2	ENSG00000122432	"Spermatogenesis associated 1"	Q5VX52	1	84506300-84566194	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	5	"testis: 2.4"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 57.2;Late spermatids: 26.0;Spermatocytes: 17.6"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA054300			Approved	"Plasma membrane,Cytosol"		NA	NA			"Cluster 1: Neutrophils - Mixed function"	"Cluster 21: Non-specific - Transcription"		"Cluster 49: Early spermatids - Spermatogenesis"	Cytosol	"Plasma membrane"	"HPA054300: "	"unprognostic (6.00e-3)"	"unprognostic (1.20e-2)"	"unprognostic (3.57e-2)"	"unprognostic (1.94e-1)"	"unprognostic (6.72e-2)"	"unprognostic (2.46e-2)"	"unprognostic (4.82e-2)"	"unprognostic (8.84e-3)"	"unprognostic (7.54e-2)"	"unprognostic (2.77e-3)"	"unprognostic (5.52e-4)"	"unprognostic (2.03e-1)"	"unprognostic (5.81e-8)"	"unprognostic (1.63e-1)"	"unprognostic (5.34e-1)"	"unprognostic (7.71e-2)"	"unprognostic (3.79e-4)"
THEGL		ENSG00000249693	"Theg spermatid protein like"	P0DJG4	4	56530606-56603507	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	6	"testis: 3.5"	"Group enriched"	"Detected in some"	5	"Early spermatids: 21.4;Late spermatids: 24.7"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in single"			"HPA066627, HPA068093"	Uncertain		Approved	"Plasma membrane"		NA	NA				"Cluster 78: Testis - Spermatogenesis"	"Cluster 32: Myeloid leukemia - Oxygen transport"	"Cluster 36: Spermatids - Spermatogenesis"	"Plasma membrane"		"HPA066627: , HPA068093: AB_2685951"	"unprognostic (4.33e-2)"	"unprognostic (2.88e-3)"		"unprognostic (7.97e-2)"	"unprognostic (1.19e-1)"	"unprognostic (3.69e-2)"		"unprognostic (3.26e-1)"	"unprognostic (1.90e-2)"	"unprognostic (6.55e-2)"	"unprognostic (1.61e-1)"	"unprognostic (1.37e-1)"		"unprognostic (4.70e-2)"	"unprognostic (4.49e-2)"	"unprognostic (1.73e-1)"	"unprognostic (8.41e-2)"
TMCO5A	"MGC35118, TMCO5"	ENSG00000166069	"Transmembrane and coiled-coil domains 5A"	Q8N6Q1	15	37921939-37967724	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	141	"testis: 90.7"	"Cell type enriched"	"Detected in some"	4	"Late spermatids: 4004.3"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Respiratory ciliated cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			"HPA056530, HPA064017"	Enhanced		Approved	"Plasma membrane,Cytosol"		NA	NA				"Cluster 74: Testis - Spermatogenesis"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 51: Late spermatids - Spermatogenesis"	"Plasma membrane, Cytosol"		"HPA056530: AB_2683167, HPA064017: "										"unprognostic (2.60e-1)"	"unprognostic (1.69e-4)"						
TREML4	TLT4	ENSG00000188056	"Triggering receptor expressed on myeloid cells like 4"	Q6UXN2	6	41228339-41238882	"Predicted membrane proteins, Predicted secreted proteins"	"Immunity, Innate immunity"			"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in single"		"choroid plexus: 1.5"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"eosinophil: 4.5;neutrophil: 8.1"	"Lineage enriched"	"Detected in many"	5	"granulocytes: 8.1"	"Not detected"	"Not detected"			"Adipose visceral - Neutrophils, Colon - Neutrophils"	"Not detected"	"Not detected"							HPA065044	Uncertain		Approved	"Plasma membrane"	"Secreted - unknown location"	NA	NA			"Cluster 9: Neutrophils - Innate immune response"	"Cluster 88: Choroid plexus - Transmembrane transport"	"Cluster 61: Liver - Metabolism"	"Cluster 19: Macrophages - Innate immune response"	"Plasma membrane"		"HPA065044: AB_2685411"	"unprognostic (1.49e-1)"	"unprognostic (1.51e-1)"	"unprognostic (5.58e-2)"		"unprognostic (2.07e-1)"	"unprognostic (2.12e-1)"		"unprognostic (1.03e-1)"		"unprognostic (5.50e-2)"	"unprognostic (9.50e-3)"		"unprognostic (1.18e-4)"	"unprognostic (1.05e-3)"	"unprognostic (1.32e-1)"	"unprognostic (5.26e-2)"	"unprognostic (1.21e-2)"
TSGA13		ENSG00000213265	"Testis specific 13"	Q96PP4	7	130668643-130687432	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	103	"testis: 14.0"	"Group enriched"	"Detected in some"	94	"Early spermatids: 81.8;Late spermatids: 232.2"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA022968	Uncertain		Approved	"Vesicles,Plasma membrane,Cytosol"		NA	NA				"Cluster 74: Testis - Spermatogenesis"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 51: Late spermatids - Spermatogenesis"	Vesicles	"Plasma membrane, Cytosol"	"HPA022968: AB_2671013"					"unprognostic (1.49e-1)"					"unprognostic (1.13e-2)"		"unprognostic (1.86e-1)"		"unprognostic (1.34e-1)"			
