Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
KIAA1522		ENSG00000162522	KIAA1522	Q9P206	1	32741830-32774970	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 110.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Breast - Breast glandular cells, Lung - Alveolar cells type 2, Skin - Keratinocyte (granular), Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA032050, HPA032051, HPA064839"	Approved		Supported	"Nucleoplasm,Plasma membrane,Cell Junctions"		NA	NA				"Cluster 24: Salivary gland - Salivary secretion"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 5: Bronchus - Unknown function"	"Plasma membrane, Cell Junctions"	Nucleoplasm	"HPA032050: AB_10601764, HPA032051: AB_2674126, HPA064839: AB_2685366"	"unprognostic (7.98e-2)"	"unprognostic (1.14e-2)"	"unprognostic (1.44e-2)"	"unprognostic (3.09e-2)"	"unprognostic (6.41e-2)"	"unprognostic (3.63e-3)"	"prognostic unfavorable (6.29e-7)"	"unprognostic (1.58e-1)"	"unprognostic (1.13e-1)"	"unprognostic (5.06e-2)"	"prognostic unfavorable (8.25e-5)"	"unprognostic (4.55e-2)"	"prognostic favorable (1.29e-5)"	"unprognostic (1.35e-2)"	"unprognostic (1.35e-1)"	"unprognostic (3.98e-1)"	"unprognostic (2.12e-1)"
LDLRAD3	LRAD3	ENSG00000179241	"Low density lipoprotein receptor class A domain containing 3"	Q86YD5	11	35943981-36232136	"Predicted membrane proteins"	"Host-virus interaction"	Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 89.5;Excitatory neurons: 67.8;Microglial cells: 102.2;Oligodendrocyte precursor cells: 295.5;Oligodendrocytes: 203.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"classical monocyte: 4.8;non-classical monocyte: 6.4"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038251	Approved		Approved	"Cell Junctions"		NA	NA			"Cluster 51: Monocytes - Innate immune response"	"Cluster 27: Brain & Skin - Unknown function"	"Cluster 16: Skin cancer - Melanocyte processes"	"Cluster 10: Neurons & Oligodendrocytes - Nervous system development"	"Cell Junctions"		"HPA038251: AB_10675790"	"unprognostic (1.59e-3)"	"prognostic unfavorable (2.24e-4)"	"unprognostic (3.25e-2)"	"unprognostic (4.08e-3)"	"unprognostic (1.81e-1)"	"unprognostic (1.93e-1)"	"unprognostic (2.29e-2)"	"prognostic unfavorable (9.34e-6)"	"unprognostic (2.17e-1)"	"unprognostic (1.78e-1)"	"unprognostic (1.68e-2)"	"unprognostic (6.93e-2)"	"prognostic unfavorable (5.05e-8)"	"unprognostic (3.32e-2)"	"unprognostic (9.21e-3)"	"unprognostic (9.33e-2)"	"prognostic unfavorable (2.14e-5)"
LMCD1		ENSG00000071282	"LIM and cysteine rich domains 1"	Q9NZU5	3	8501807-8574668	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	Repressor		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 573.4"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 280.9;Ductal cells: 110.9;Endothelial cells: 150.2;Exocrine glandular cells: 115.6;Pancreatic endocrine cells: 121.9;Skeletal myocytes: 251.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	6	"T-reg: 20.5"	"Lineage enriched"	"Detected in many"	6	"T-cells: 20.5"	"Low cancer specificity"	"Detected in all"			"Colon - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes, Thyroid - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA024059	Enhanced		Supported	"Nucleoplasm,Plasma membrane,Cell Junctions,Cytosol"		No	No		6600	"Cluster 4: T-regs - Cell cycle regulation"	"Cluster 13: Striated muscle - Muscle contraction"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 66: Endothelial cells - Angiogenesis"	"Nucleoplasm, Cytosol"	"Plasma membrane, Cell Junctions"	"HPA024059: AB_1852950"	"unprognostic (2.46e-1)"	"unprognostic (1.79e-1)"	"unprognostic (5.13e-3)"	"unprognostic (1.30e-1)"	"unprognostic (2.28e-2)"	"unprognostic (2.10e-1)"	"unprognostic (1.56e-1)"	"unprognostic (1.38e-1)"	"unprognostic (2.96e-1)"	"unprognostic (8.21e-3)"	"unprognostic (4.29e-1)"	"unprognostic (2.54e-2)"	"prognostic unfavorable (8.66e-5)"	"unprognostic (3.80e-2)"	"unprognostic (1.33e-1)"	"unprognostic (1.01e-3)"	"unprognostic (3.68e-3)"
LMTK3	"KIAA1883, LMR3, PPP1R101, TYKLM3"	ENSG00000142235	"Lemur tyrosine kinase 3"	Q96Q04	19	48485271-48513935	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	8	"brain: 44.0"	"Cell type enhanced"	"Detected in many"		"Club cells: 30.6;Excitatory neurons: 36.4;Inhibitory neurons: 37.9;Ionocytes: 28.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Colon enteroendocrine cells, Lung - Alveolar cells type 2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA040203, HPA077070"	Enhanced	Supported	Uncertain	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 20: T-cells - T-cell receptor"	"Cluster 10: Brain - Neuronal signaling"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 74: Pancreatic cells - Mixed function"	Nucleoplasm	"Cell Junctions"	"HPA040203: AB_10671690, HPA077070: AB_2732330"	"unprognostic (2.41e-1)"	"unprognostic (1.48e-1)"	"unprognostic (5.37e-2)"	"unprognostic (5.45e-2)"	"unprognostic (2.95e-1)"	"unprognostic (1.71e-2)"	"unprognostic (5.67e-2)"	"unprognostic (2.46e-1)"	"unprognostic (2.09e-1)"	"unprognostic (2.51e-3)"	"unprognostic (5.71e-2)"	"unprognostic (1.47e-1)"	"prognostic favorable (3.18e-8)"	"unprognostic (1.38e-1)"	"unprognostic (3.22e-2)"	"unprognostic (3.24e-1)"	"unprognostic (6.11e-2)"
LNX1	"LNX, MPDZ, PDZRN2"	ENSG00000072201	"Ligand of numb-protein X 1"	Q8TBB1	4	53459301-53701405	"Enzymes, Plasma proteins, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Adipocytes: 70.6;Early spermatids: 199.9;Excitatory neurons: 122.2;Glandular and luminal cells: 77.7"	"Low cancer specificity"	"Detected in all"			"Group enriched"	"Detected in many"	9	"amygdala: 2.7;basal ganglia: 6.0;cerebral cortex: 10.3;hippocampal formation: 7.5;white matter: 3.1"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA002235, HPA071091"	Approved		Supported	"Cell Junctions,Cytosol"	"Intracellular and membrane"	NA	NA			"Cluster 27: Non-specific - Gene expression"	"Cluster 24: Salivary gland - Salivary secretion"	"Cluster 9: Lymphoid cancers - Immune response"	"Cluster 38: Neurons - Neuronal signaling"	"Cell Junctions"	Cytosol	"HPA002235: AB_1079261, HPA071091: AB_2686344"	"unprognostic (4.95e-2)"	"unprognostic (1.74e-2)"	"unprognostic (2.00e-2)"	"unprognostic (3.16e-2)"	"unprognostic (2.79e-1)"	"unprognostic (2.31e-1)"	"unprognostic (1.31e-1)"	"unprognostic (5.62e-2)"	"unprognostic (8.14e-2)"	"unprognostic (1.06e-1)"	"unprognostic (5.18e-2)"	"unprognostic (8.56e-2)"	"prognostic favorable (3.08e-7)"	"unprognostic (2.67e-1)"	"unprognostic (5.49e-2)"	"unprognostic (6.81e-2)"	"unprognostic (3.05e-2)"
LRRC34	MGC27085	ENSG00000171757	"Leucine rich repeat containing 34"	Q8IZ02	3	169793003-169812986	"Predicted intracellular proteins"	Differentiation			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"testis: 12.8"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 37.9;Early spermatids: 178.8;Endometrial ciliated cells: 37.8;Respiratory ciliated cells: 72.9;Spermatocytes: 90.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"plasmacytoid DC: 1.6"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Lung - Respiratory ciliated cells, Prostate - Fibroblasts, Testis - Early spermatids"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			HPA035747	Approved		Approved	"Cell Junctions,Microtubules,Cytokinetic bridge,Mitotic spindle"		Yes	NA			"Cluster 37: B-cells - Transcription"	"Cluster 42: Ciliated cells - Cilium & Cell projection"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 56: Ciliated cells - Cilium assembly"	"Cell Junctions, Microtubules"	"Cytokinetic bridge, Mitotic spindle"	"HPA035747: AB_10670120"	"unprognostic (1.04e-2)"	"unprognostic (5.71e-2)"	"unprognostic (5.67e-2)"	"unprognostic (5.64e-2)"	"unprognostic (9.74e-3)"	"unprognostic (5.46e-2)"	"unprognostic (9.74e-2)"	"unprognostic (8.24e-2)"	"unprognostic (6.39e-3)"	"unprognostic (2.57e-1)"	"unprognostic (6.05e-2)"	"unprognostic (1.23e-1)"	"unprognostic (8.39e-2)"	"unprognostic (1.16e-2)"	"unprognostic (3.48e-1)"	"unprognostic (3.37e-1)"	"unprognostic (2.79e-1)"
LRRC9	FLJ46156	ENSG00000131951	"Leucine rich repeat containing 9"	Q6ZRR7	14	59919713-60063559	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	5	"brain: 5.4;choroid plexus: 12.4;testis: 8.1"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 93.9;Excitatory neurons: 27.6;Inhibitory neurons: 17.6;Late spermatids: 93.6;Prostatic glandular cells: 23.3"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Respiratory ciliated cells, Prostate - Prostate glandular cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA040965, HPA041381, HPA077675"	Uncertain		Approved	"Nucleoplasm,Nuclear bodies,Plasma membrane,Cell Junctions"		NA	NA				"Cluster 49: Ciliated cells - Cilium organization"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 36: Spermatids - Spermatogenesis"	"Plasma membrane, Cell Junctions"	"Nucleoplasm, Nuclear bodies"	"HPA040965: AB_2677225, HPA041381: AB_2677444, HPA077675: "	"unprognostic (1.01e-2)"	"unprognostic (2.00e-1)"	"unprognostic (4.45e-2)"	"unprognostic (2.12e-3)"	"unprognostic (2.80e-1)"	"unprognostic (2.95e-3)"	"unprognostic (1.93e-1)"	"unprognostic (3.11e-2)"	"unprognostic (1.91e-2)"	"unprognostic (4.82e-2)"	"unprognostic (3.45e-3)"	"unprognostic (6.06e-2)"	"unprognostic (2.62e-3)"	"unprognostic (8.54e-3)"	"unprognostic (8.30e-2)"	"unprognostic (1.67e-2)"	"unprognostic (2.29e-2)"
LSR	"ILDR3, LISCH7"	ENSG00000105699	"Lipolysis stimulated lipoprotein receptor"	Q86X29	19	35248330-35267964	"Predicted intracellular proteins, Predicted membrane proteins"		Receptor		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 144.8"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 228.7;Ductal cells: 243.5;Exocrine glandular cells: 304.9;Syncytiotrophoblasts: 251.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 2, Prostate - Prostate basal glandular cells, Skin - Keratinocyte (other), Stomach - Gastric mucous cells, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA007270, HPA075309"	Approved		Enhanced	"Plasma membrane,Cell Junctions"		NA	NA		3500000	"Cluster 44: Non-specific - Transcription"	"Cluster 29: Non-specific - Vesicular transport"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 74: Pancreatic cells - Mixed function"	"Plasma membrane, Cell Junctions"		"HPA007270: AB_1079253, HPA075309: "	"unprognostic (3.90e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.34e-2)"	"unprognostic (2.67e-3)"	"unprognostic (2.28e-2)"	"unprognostic (6.07e-3)"	"unprognostic (1.55e-1)"	"unprognostic (9.84e-2)"	"unprognostic (2.17e-1)"	"unprognostic (2.70e-2)"	"unprognostic (2.23e-2)"	"unprognostic (3.42e-2)"	"prognostic favorable (8.09e-4)"	"unprognostic (1.64e-1)"	"unprognostic (1.84e-1)"	"unprognostic (2.99e-2)"	"unprognostic (1.54e-2)"
MACF1	"ABP620, ACF7, FLJ45612, FLJ46776, KIAA0465, KIAA1251, MACF"	ENSG00000127603	"Microtubule actin crosslinking factor 1"	Q9UPN3	1	39081316-39487177	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Wnt signaling pathway"	Actin-binding	"Disease variant, Lissencephaly"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 1045.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Prostate - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA013713, HPA068064, HPA068103"	Approved		Supported	"Plasma membrane,Cell Junctions,Actin filaments"		NA	NA		25000	"Cluster 36: GdT-cells - Adaptive immune response"	"Cluster 57: Non-specific - Angiogenesis"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 63: Astrocytes - Nervous system maintenance"	"Plasma membrane, Cell Junctions, Actin filaments"		"HPA013713: AB_10600821, HPA068064: AB_2685946, HPA068103: AB_2685953"	"unprognostic (2.71e-1)"	"unprognostic (3.14e-2)"	"unprognostic (5.18e-2)"	"unprognostic (1.02e-2)"	"unprognostic (9.00e-2)"	"unprognostic (6.19e-3)"	"unprognostic (1.32e-1)"	"unprognostic (7.40e-3)"	"unprognostic (5.45e-2)"	"unprognostic (1.23e-1)"	"unprognostic (1.34e-1)"	"unprognostic (3.98e-1)"	"prognostic favorable (2.77e-5)"	"unprognostic (1.07e-1)"	"unprognostic (1.81e-1)"	"unprognostic (8.57e-2)"	"unprognostic (4.22e-2)"
MAGI1	"AIP3, BAIAP1, BAP1, MAGI-1, TNRC19, WWP3"	ENSG00000151276	"Membrane associated guanylate kinase, WW and PDZ domain containing 1"	Q96QZ7	3	65353525-66038834	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"			"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 489.9;Inhibitory neurons: 792.8;Oligodendrocyte precursor cells: 352.8;Oligodendrocytes: 502.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031851, HPA031853, HPA077002"	Supported		Supported	"Nucleoplasm,Cell Junctions"		NA	NA				"Cluster 18: Non-specific - Mitochondria"	"Cluster 50: L-1236 & L-428 - Unknown function"	"Cluster 37: Neurons - Neuronal signaling"	"Cell Junctions"	Nucleoplasm	"HPA031851: AB_10599289, HPA031853: AB_10602095, HPA077002: "	"unprognostic (5.00e-2)"	"unprognostic (9.84e-2)"	"unprognostic (6.00e-3)"	"unprognostic (1.73e-3)"	"unprognostic (1.64e-1)"	"unprognostic (2.17e-2)"	"unprognostic (1.46e-3)"	"unprognostic (9.46e-3)"	"unprognostic (8.59e-2)"	"unprognostic (2.19e-1)"	"unprognostic (6.58e-2)"	"unprognostic (2.05e-3)"	"prognostic favorable (4.55e-8)"	"unprognostic (3.51e-2)"	"unprognostic (1.34e-1)"	"unprognostic (1.68e-2)"	"unprognostic (8.03e-2)"
MAGI3	MAGI-3	ENSG00000081026	"Membrane associated guanylate kinase, WW and PDZ domain containing 3"	Q5TCQ9	1	113390515-113685923	"Predicted intracellular proteins"	"Host-virus interaction"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 34.8"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 145.5;Excitatory neurons: 203.5;Oligodendrocyte precursor cells: 123.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes, Lung - Alveolar cells type 1, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA008444			Supported	"Cell Junctions"		NA	NA				"Cluster 77: Retina - Visual perception"	"Cluster 21: Neuroblastoma - Neuronal signaling"	"Cluster 38: Neurons - Neuronal signaling"	"Cell Junctions"		"HPA008444: AB_2668069"	"unprognostic (4.07e-1)"	"unprognostic (3.59e-2)"	"unprognostic (1.54e-3)"	"unprognostic (2.32e-2)"	"unprognostic (2.31e-2)"	"unprognostic (5.21e-3)"	"unprognostic (2.23e-1)"	"unprognostic (7.06e-2)"	"unprognostic (2.80e-2)"	"prognostic favorable (4.29e-4)"	"unprognostic (1.09e-2)"	"unprognostic (1.03e-1)"	"prognostic favorable (2.60e-8)"	"unprognostic (1.71e-2)"	"unprognostic (7.85e-2)"	"unprognostic (2.65e-1)"	"unprognostic (1.50e-2)"
MAP1S	"BPY2IP1, C19orf5, FLJ10669, MAP8, VCY2IP1"	ENSG00000130479	"Microtubule associated protein 1S"	Q66K74	19	17719242-17734513	"Predicted intracellular proteins"	Apoptosis	DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 82.9"	"Cell type enriched"	"Detected in all"	4	"Late spermatids: 290.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA050934, HPA054637"	Approved		Supported	"Nucleoplasm,Nucleoli,Cell Junctions,Cytosol"		NA	NA			"Cluster 8: Neutrophils - Inflammatory response"	"Cluster 78: Testis - Spermatogenesis"	"Cluster 53: Non-specific - mRNA processing"	"Cluster 6: Late spermatids - Spermatogenesis"	Cytosol	"Nucleoplasm, Nucleoli, Cell Junctions"	"HPA050934: AB_2681281, HPA054637: AB_2682552"	"unprognostic (8.47e-2)"	"unprognostic (2.39e-2)"	"unprognostic (1.60e-1)"	"unprognostic (2.72e-1)"	"unprognostic (3.70e-1)"	"unprognostic (8.23e-2)"	"prognostic unfavorable (5.29e-4)"	"unprognostic (2.53e-1)"	"unprognostic (6.17e-2)"	"unprognostic (4.39e-2)"	"prognostic favorable (2.65e-4)"	"unprognostic (6.33e-2)"	"unprognostic (1.19e-1)"	"unprognostic (1.36e-1)"	"unprognostic (1.72e-1)"	"unprognostic (2.09e-1)"	"unprognostic (8.65e-2)"
MAP2K4	"JNKK1, MEK4, MKK4, PRKMK4, SERK1"	ENSG00000065559	"Mitogen-activated protein kinase kinase 4"	P45985	17	12020829-12143830	"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins"	"Apoptosis, Stress response"	"Kinase, Serine/threonine-protein kinase, Transferase, Tyrosine-protein kinase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 223.6;Inhibitory neurons: 184.9;Oligodendrocyte precursor cells: 142.0;Oligodendrocytes: 191.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"neutrophil: 10.4"	"Low lineage specificity"	"Detected in all"			"Cancer enriched"	"Detected in all"	8	"testis cancer: 177.7"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB007751, HPA060074"	Enhanced		Approved	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 50: Neutrophils - Cellular senescence"	"Cluster 47: Non-specific - Unknown function"	"Cluster 49: Non-specific - Unknown function"	"Cluster 38: Neurons - Neuronal signaling"	Nucleoplasm	"Cell Junctions"	"CAB007751: , HPA060074: AB_2684197"	"unprognostic (1.55e-1)"	"unprognostic (1.85e-1)"	"unprognostic (4.47e-2)"	"unprognostic (1.02e-2)"	"unprognostic (1.04e-1)"	"unprognostic (2.70e-1)"	"unprognostic (2.89e-1)"	"unprognostic (2.16e-1)"	"unprognostic (1.93e-3)"	"unprognostic (2.53e-1)"	"unprognostic (2.76e-3)"	"unprognostic (4.82e-2)"	"unprognostic (5.32e-3)"	"unprognostic (3.13e-1)"	"unprognostic (2.30e-1)"	"unprognostic (7.00e-2)"	"unprognostic (1.79e-1)"
MAPK15	"ERK7, ERK8"	ENSG00000181085	"Mitogen-activated protein kinase 15"	Q8TD08	8	143716340-143722458	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 54.9;fallopian tube: 46.7"	"Group enriched"	"Detected in some"	5	"Endometrial ciliated cells: 57.7;Respiratory ciliated cells: 121.3"	"Cancer enhanced"	"Detected in many"		"ovarian cancer: 18.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Lung - Respiratory ciliated cells, Testis - Late spermatids"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			HPA002704			Approved	"Nucleoplasm,Cell Junctions,Cytosol"		NA	NA				"Cluster 42: Ciliated cells - Cilium & Cell projection"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 56: Ciliated cells - Cilium assembly"	"Nucleoplasm, Cytosol"	"Cell Junctions"	"HPA002704: AB_1079307"	"unprognostic (9.11e-2)"	"unprognostic (1.38e-1)"	"unprognostic (8.04e-3)"	"unprognostic (2.94e-1)"	"unprognostic (2.54e-2)"	"unprognostic (1.14e-2)"	"unprognostic (1.22e-1)"	"unprognostic (6.09e-2)"	"unprognostic (2.59e-2)"	"unprognostic (1.48e-1)"	"unprognostic (3.88e-1)"	"unprognostic (9.51e-2)"	"unprognostic (2.64e-2)"	"unprognostic (1.54e-2)"	"unprognostic (5.78e-1)"	"unprognostic (6.35e-2)"	"unprognostic (1.62e-2)"
