Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
IGFBPL1	bA113O24.1	ENSG00000137142	"Insulin like growth factor binding protein like 1"	Q8WX77	9	38406528-38424454	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"thyroid gland: 16.5"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 12.2;Enteroendocrine cells: 7.6;Hofbauer cells: 6.0;Late spermatids: 25.7;Spermatogonia: 5.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	8	"Neuroblastoma: 114.9;testis cancer: 241.3"	"Adipose subcutaneous - Smooth muscle cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA051354	Uncertain		Uncertain	Nucleoplasm,Vesicles	"Secreted to blood"	NA	NA			"Cluster 17: Basophils - Unknown function"	"Cluster 21: Non-specific - Transcription"	"Cluster 21: Neuroblastoma - Neuronal signaling"	"Cluster 9: Neurons - Nervous system development"	"Nucleoplasm, Vesicles"		"HPA051354: "	"unprognostic (5.63e-2)"	"unprognostic (3.33e-1)"	"unprognostic (5.22e-2)"	"unprognostic (2.42e-1)"	"unprognostic (2.56e-2)"	"unprognostic (1.92e-1)"	"unprognostic (1.30e-1)"	"unprognostic (5.66e-2)"	"unprognostic (2.26e-1)"	"unprognostic (3.05e-1)"	"unprognostic (2.00e-2)"	"unprognostic (2.35e-1)"	"unprognostic (2.73e-1)"	"unprognostic (3.94e-1)"	"unprognostic (3.92e-2)"	"unprognostic (1.59e-2)"	"unprognostic (6.67e-2)"
IGIP	"C5orf53, LOC492311"	ENSG00000182700	"IgA inducing protein"	A6NJ69	5	140125937-140129392	"Predicted secreted proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in many"		"brain: 55.4"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"							"HPA041877, HPA048615"	Uncertain		Approved	Vesicles	"Secreted to blood"	NA	NA			"Cluster 32: T-cells - Unknown function"	"Cluster 73: Brain - Neuropeptide signaling"	"Cluster 57: Non-specific - Translation"	"Cluster 15: Smooth muscle cells - Muscle contraction"	Vesicles		"HPA041877: AB_2677721, HPA048615: AB_2680462"	"unprognostic (1.15e-1)"	"unprognostic (1.12e-1)"	"unprognostic (5.85e-2)"	"unprognostic (2.00e-2)"	"unprognostic (2.46e-1)"	"unprognostic (1.16e-2)"	"unprognostic (1.28e-1)"	"unprognostic (1.10e-1)"	"unprognostic (2.38e-1)"	"unprognostic (5.05e-2)"	"prognostic favorable (3.94e-4)"	"unprognostic (1.94e-1)"	"prognostic favorable (6.25e-6)"	"unprognostic (2.93e-3)"	"unprognostic (1.70e-1)"	"unprognostic (5.98e-2)"	"unprognostic (7.77e-2)"
IGSF10	"CMF608, FLJ25972"	ENSG00000152580	"Immunoglobulin superfamily member 10"	Q6WRI0	3	151425384-151458709	"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins"	"Differentiation, Osteogenesis"	"Developmental protein"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"ovary: 17.7"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 188.3;Late spermatids: 42.1;Microglial cells: 60.2"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 13.6;Rhabdoid: 6.6"	"Colon - Fibroblasts, Liver - Hepatic stellate cells, Lung - Fibroblast_1, Pancreas - Fibroblasts, Testis - Early spermatids, Thyroid - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in single"			"HPA012655, HPA012921"	Uncertain		Approved	Vesicles	"Secreted - unknown location"	NA	NA		540000		"Cluster 89: Fibroblasts - ECM organization"	"Cluster 22: Rhabdoid cancers - Neuronal signaling"	"Cluster 57: Early spermatids - Flagellum & Golgi organization"	Vesicles		"HPA012655: , HPA012921: AB_1851526"	"unprognostic (1.78e-3)"	"unprognostic (2.48e-2)"	"unprognostic (1.71e-1)"	"unprognostic (3.47e-7)"	"unprognostic (1.68e-1)"	"unprognostic (2.12e-1)"	"unprognostic (9.82e-2)"	"unprognostic (8.84e-4)"	"unprognostic (9.38e-3)"	"unprognostic (1.96e-1)"	"unprognostic (5.70e-2)"	"unprognostic (2.04e-1)"	"unprognostic (7.52e-4)"	"unprognostic (6.01e-2)"	"unprognostic (8.93e-2)"	"unprognostic (4.59e-3)"	"unprognostic (7.57e-4)"
IGSF8	"CD316, CD81P3, EWI2, PGRL"	ENSG00000162729	"Immunoglobulin superfamily member 8"	Q969P0	1	160091340-160098943	"CD markers, Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 155.3"	"Cell type enhanced"	"Detected in many"		"Extravillous trophoblasts: 249.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other), Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA011917, HPA075970"	Approved		Supported	Vesicles		NA	NA		280000	"Cluster 32: T-cells - Unknown function"	"Cluster 70: Brain - Nervous system development"	"Cluster 16: Skin cancer - Melanocyte processes"	"Cluster 54: Extravillous trophoblasts - Unknown function"	Vesicles		"HPA011917: AB_1851536, HPA075970: "	"unprognostic (4.08e-1)"	"prognostic unfavorable (7.32e-4)"	"unprognostic (1.30e-2)"	"unprognostic (9.31e-2)"	"unprognostic (1.46e-1)"	"unprognostic (1.20e-1)"	"unprognostic (1.71e-1)"	"unprognostic (1.01e-3)"	"unprognostic (1.63e-2)"	"unprognostic (1.65e-1)"	"unprognostic (1.09e-1)"	"unprognostic (1.63e-1)"	"unprognostic (2.31e-1)"	"unprognostic (2.60e-2)"	"unprognostic (2.35e-1)"	"unprognostic (3.74e-3)"	"unprognostic (1.75e-3)"
IL13RA2	"CD213a2, CT19, IL-13R, IL13BP"	ENSG00000123496	"Interleukin 13 receptor subunit alpha 2"	Q14627	X	115003975-115019977	"Cancer-related genes, CD markers, Predicted membrane proteins"		Receptor	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"pituitary gland: 12.0;testis: 30.0"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 318.3;Late spermatids: 111.5;Spermatocytes: 66.3"	"Cancer enhanced"	"Detected in many"		"glioma: 17.2"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Sarcoma: 83.1;skin cancer: 86.3"	"Liver - Sinusoid Endothelial cells, Testis - Early spermatids"	"Region enhanced"	"Detected in many"		"olfactory bulb: 7.0"	"Low region specificity"	"Detected in some"			"HPA045831, HPA067363"			Approved	"Nucleoplasm,Vesicles,Plasma membrane,Cell Junctions"		NA	NA				"Cluster 49: Ciliated cells - Cilium organization"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 49: Early spermatids - Spermatogenesis"	"Plasma membrane, Cell Junctions"	"Nucleoplasm, Vesicles"	"HPA045831: , HPA067363: "	"unprognostic (1.97e-1)"	"unprognostic (2.83e-1)"	"unprognostic (6.62e-4)"	"unprognostic (7.39e-2)"	"unprognostic (8.45e-2)"	"unprognostic (1.80e-1)"	"prognostic favorable (3.55e-4)"	"unprognostic (3.54e-1)"	"unprognostic (2.85e-1)"	"unprognostic (1.92e-2)"	"unprognostic (2.20e-3)"	"unprognostic (2.19e-2)"	"unprognostic (1.53e-5)"	"unprognostic (1.58e-1)"	"unprognostic (1.63e-1)"	"unprognostic (9.70e-3)"	"unprognostic (1.20e-1)"
IL17RB	"CRL4, EVI27, IL17BR, IL17RH1"	ENSG00000056736	"Interleukin 17 receptor B"	Q9NRM6	3	53846568-53865794	"Predicted membrane proteins"		Receptor		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 28.9;kidney: 59.8;liver: 33.3"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 46.8;Oligodendrocyte precursor cells: 36.1;Proximal tubular cells: 83.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"basophil: 1.3"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Breast - Breast glandular cells, Breast - Breast glandular cells, Kidney - Proximal tubular cells, Prostate - Prostate basal glandular cells, Testis - Sertoli cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA005482	Enhanced		Approved	"Vesicles,Plasma membrane"	"Intracellular and membrane"	NA	NA			"Cluster 4: T-regs - Cell cycle regulation"	"Cluster 7: Kidney - Transmembrane transport"	"Cluster 35: Liver cancer - Metabolism"	"Cluster 60: Proximal tubular cells - Absorption"	"Vesicles, Plasma membrane"		"HPA005482: AB_1234567"	"unprognostic (1.85e-3)"	"unprognostic (4.22e-3)"	"unprognostic (1.60e-3)"	"unprognostic (2.86e-2)"	"unprognostic (1.42e-2)"	"unprognostic (6.20e-3)"	"unprognostic (1.62e-2)"	"unprognostic (6.09e-3)"	"unprognostic (1.30e-1)"	"unprognostic (5.41e-2)"	"unprognostic (4.75e-2)"	"unprognostic (4.27e-2)"	"prognostic favorable (6.61e-4)"	"unprognostic (8.10e-2)"	"unprognostic (6.97e-2)"	"unprognostic (5.29e-1)"	"unprognostic (7.15e-3)"
IL1R1	"CD121A, D2S1473, IL1R, IL1RA"	ENSG00000115594	"Interleukin 1 receptor type 1"	P14778	2	102064544-102179874	"Cancer-related genes, CD markers, Enzymes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Inflammatory response"	"Hydrolase, Receptor"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Endometrial stromal cells: 308.6;Glandular and luminal cells: 316.8;Langerhans cells: 224.1;Prostatic glandular cells: 296.8;Thymic epithelial cells: 249.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 1.2"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Kidney - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA001237, HPA005823, CAB007779, HPA029560"	Approved		Approved	"Nucleoplasm,Vesicles,Plasma membrane,Cytosol"	"Secreted to blood"	NA	NA		1400000	"Cluster 50: Neutrophils - Cellular senescence"	"Cluster 82: Adipose tissue - ECM organization"	"Cluster 59: Fibroblasts - Metabolism"	"Cluster 14: Endometrium - Transcription regulation"	"Nucleoplasm, Vesicles"	"Plasma membrane, Cytosol"	"CAB007779: AB_562073, HPA001237: , HPA005823: AB_2667445, HPA029560: AB_2673094"	"unprognostic (6.16e-3)"	"unprognostic (3.55e-2)"	"unprognostic (3.33e-1)"	"unprognostic (1.22e-1)"	"unprognostic (4.26e-2)"	"unprognostic (7.10e-2)"	"unprognostic (2.01e-1)"	"unprognostic (3.36e-2)"	"unprognostic (1.44e-1)"	"unprognostic (3.16e-1)"	"unprognostic (4.26e-2)"	"unprognostic (7.77e-2)"	"prognostic unfavorable (6.92e-6)"	"unprognostic (2.48e-2)"	"unprognostic (6.95e-2)"	"unprognostic (4.83e-2)"	"unprognostic (7.73e-2)"
IL1RAP	"C3orf13, IL-1RAcP, IL1R3"	ENSG00000196083	"Interleukin 1 receptor accessory protein"	Q9NPH3	3	190514051-190659750	"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Immunity, Inflammatory response, Innate immunity"	"Hydrolase, Receptor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	6	"liver: 225.8"	"Cell type enhanced"	"Detected in many"		"Extravillous trophoblasts: 126.5;Hepatocytes: 319.3;Oligodendrocyte precursor cells: 285.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in many"	5	"eosinophil: 23.8;neutrophil: 95.0"	"Lineage enriched"	"Detected in many"	15	"granulocytes: 95.0"	"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA035293	Uncertain		Approved	Vesicles,Cytosol	"Secreted to blood"	NA	NA		350000000	"Cluster 1: Neutrophils - Mixed function"	"Cluster 60: Liver - Hemostasis & Lipid metabolism"	"Cluster 54: Lymphoma - Cytokine signaling"	"Cluster 13: Hepatocytes - Oxidoreductase activity"	"Vesicles, Cytosol"		"HPA035293: AB_10671511"	"unprognostic (6.48e-2)"	"unprognostic (1.02e-1)"	"unprognostic (3.04e-2)"	"unprognostic (1.04e-2)"	"unprognostic (1.37e-1)"	"unprognostic (8.84e-3)"	"unprognostic (2.35e-2)"	"unprognostic (6.60e-2)"	"unprognostic (2.62e-1)"	"unprognostic (1.28e-1)"	"prognostic unfavorable (1.31e-4)"	"unprognostic (1.72e-1)"	"prognostic unfavorable (2.16e-7)"	"unprognostic (4.02e-3)"	"unprognostic (9.06e-2)"	"unprognostic (5.72e-2)"	"prognostic unfavorable (6.29e-4)"
IL20RB	"DIRS1, FNDC6, IL-20R2, MGC34923"	ENSG00000174564	"Interleukin 20 receptor subunit beta"	Q6UXL0	3	136946230-137011085	"Predicted membrane proteins"		Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"esophagus: 110.7;skin 1: 163.3;vagina: 66.2"	"Group enriched"	"Detected in many"	6	"Basal keratinocytes: 58.6;Basal respiratory cells: 113.8;Basal squamous epithelial cells: 53.5;Club cells: 30.1;Early spermatids: 65.4;Ionocytes: 46.7;Late spermatids: 32.6;Squamous epithelial cells: 58.9;Suprabasal keratinocytes: 103.5"	"Group enriched"	"Detected in many"	5	"cervical cancer: 54.5;head and neck cancer: 50.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 90.8;head and neck cancer: 92.5"	"Prostate - Urothelial cells, Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"							HPA063914			Approved	Vesicles,Cytosol		NA	NA				"Cluster 31: Skin - Epidermis development"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 22: Squamous epithelial cells - Keratinization"	Vesicles	Cytosol	"HPA063914: AB_2732709"	"unprognostic (1.35e-2)"	"unprognostic (1.05e-1)"	"unprognostic (7.43e-4)"	"unprognostic (2.48e-4)"	"unprognostic (2.74e-1)"	"unprognostic (3.31e-1)"	"unprognostic (7.43e-4)"	"unprognostic (4.08e-3)"	"unprognostic (7.64e-2)"	"unprognostic (2.15e-1)"	"prognostic unfavorable (1.44e-4)"	"unprognostic (3.57e-1)"	"prognostic unfavorable (0.00e+0)"	"unprognostic (2.55e-1)"	"unprognostic (3.55e-2)"	"unprognostic (1.33e-2)"	"unprognostic (5.57e-2)"
IL26	"AK155, IL-26"	ENSG00000111536	"Interleukin 26"	Q9NPH9	12	68201349-68225810	"Plasma proteins, Predicted secreted proteins"		Cytokine		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in single"		"lymphoid tissue: 1.0"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 1.5;granulocytes: 1.6;T-cells: 3.7;Thymic epithelial cells: 1.3"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	15	"lymphoma: 24.8"						"Low region specificity"	"Detected in all"			HPA077990			Approved	"Golgi apparatus,Vesicles"	"Secreted to blood"	NA	NA	35700		"Cluster 16: MAIT-cells - Unknown function"	"Cluster 16: Immune cells - Immune response"	"Cluster 54: Lymphoma - Cytokine signaling"	"Cluster 1: T-cells - Immune response"	"Golgi apparatus, Vesicles"		"HPA077990: "		"unprognostic (2.71e-1)"	"unprognostic (8.87e-2)"			"unprognostic (3.26e-5)"		"unprognostic (7.10e-2)"	"unprognostic (5.90e-2)"		"unprognostic (2.96e-1)"		"unprognostic (3.69e-5)"	"unprognostic (3.80e-1)"	"unprognostic (5.08e-2)"	"unprognostic (1.12e-3)"	"unprognostic (1.79e-2)"
IL27RA	"CRL1, IL-27R, TCCR, WSX-1, WSX1, zcytor1"	ENSG00000104998	"Interleukin 27 receptor subunit alpha"	Q6UWB1	19	14031762-14053218	"Predicted membrane proteins"		Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 16.5"	"Cell type enhanced"	"Detected in many"		"B-cells: 43.7;Kupffer cells: 47.9;Langerhans cells: 64.2;monocytes: 35.5;NK-cells: 56.9;T-cells: 60.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Colon - Endothelial cells, Heart muscle - Endothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA073441			Approved	Vesicles		NA	NA		4900000	"Cluster 32: T-cells - Unknown function"	"Cluster 16: Immune cells - Immune response"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 7: NK-cells - Immune response regulation"	Vesicles		"HPA073441: "	"prognostic favorable (1.74e-6)"	"unprognostic (1.99e-1)"	"unprognostic (1.55e-1)"	"unprognostic (6.09e-2)"	"unprognostic (2.03e-3)"	"unprognostic (2.28e-1)"	"unprognostic (2.05e-2)"	"unprognostic (1.48e-1)"	"unprognostic (1.08e-1)"	"unprognostic (1.40e-3)"	"unprognostic (9.92e-2)"	"unprognostic (3.35e-2)"	"prognostic unfavorable (2.58e-10)"	"unprognostic (5.45e-3)"	"unprognostic (3.91e-2)"	"unprognostic (1.76e-1)"	"unprognostic (1.87e-3)"
IL31RA	"CRL, CRL3, GLM-R, Glmr, IL-31RA"	ENSG00000164509	"Interleukin 31 receptor A"	Q8NI17	5	55851357-55922854	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	Immunity	Receptor	"Amyloidosis, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 1.6;lymphoid tissue: 2.1;testis: 1.8"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 1.5;granulocytes: 1.6;Late spermatids: 1.6;Prostatic glandular cells: 2.2;Spermatocytes: 2.0"	"Cancer enhanced"	"Detected in some"		"head and neck cancer: 0.7"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Prostate - Prostate glandular cells, Skin - Outer root sheath cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"cerebral cortex: 1.2"	"HPA051532, HPA068114"	Approved		Approved	Nucleoplasm,Vesicles		NA	NA				"Cluster 53: Non-specific - Cell cycle regulation"	"Cluster 54: Lymphoma - Cytokine signaling"	"Cluster 22: Squamous epithelial cells - Keratinization"	Vesicles	Nucleoplasm	"HPA051532: , HPA068114: AB_2732779"	"unprognostic (1.14e-1)"	"unprognostic (5.65e-2)"	"unprognostic (1.97e-1)"	"unprognostic (5.13e-2)"	"unprognostic (2.70e-2)"	"unprognostic (2.95e-3)"	"unprognostic (7.34e-2)"	"unprognostic (3.54e-1)"	"unprognostic (5.38e-2)"	"unprognostic (2.95e-3)"	"unprognostic (7.75e-5)"	"unprognostic (5.55e-2)"	"unprognostic (2.65e-6)"	"unprognostic (7.73e-2)"	"unprognostic (7.68e-2)"	"unprognostic (4.02e-1)"	"unprognostic (1.76e-2)"
IL33	"C9orf26, DKFZp586H0523, DVS27, IL1F11, NF-HEV"	ENSG00000137033	"Interleukin 33"	O95760	9	6215786-6257983	"Predicted intracellular proteins, Predicted secreted proteins"	Transcription	Cytokine		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"urinary bladder: 120.7"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 74.0;Basal respiratory cells: 70.4;Endothelial cells: 152.7;Fibroblasts: 88.6;Gastric mucus-secreting cells: 47.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"colorectal cancer: 26.3;Rhabdoid: 14.5;Sarcoma: 26.9;thyroid cancer: 8.5"	"Heart muscle - Fibroblasts, Liver - Vascular Endothelial cells, Skeletal muscle - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB007057, HPA022899, HPA024426"	Supported		Supported	Nucleoplasm,Vesicles	"Secreted to blood"	NA	NA				"Cluster 46: Fibroblasts - ECM organization"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 66: Endothelial cells - Angiogenesis"	Nucleoplasm	Vesicles	"CAB007057: , HPA022899: , HPA024426: AB_1845820"	"prognostic favorable (4.42e-4)"	"unprognostic (8.36e-2)"	"unprognostic (5.67e-3)"	"unprognostic (7.67e-3)"	"unprognostic (4.27e-1)"	"unprognostic (1.63e-1)"	"unprognostic (2.59e-3)"	"unprognostic (2.66e-3)"	"unprognostic (3.18e-1)"	"unprognostic (2.05e-1)"	"unprognostic (1.43e-1)"	"unprognostic (8.08e-2)"	"unprognostic (1.58e-3)"	"unprognostic (4.70e-3)"	"unprognostic (4.10e-2)"	"unprognostic (2.64e-1)"	"unprognostic (6.85e-3)"
IL37	"FIL1, FIL1(ZETA), FIL1Z, IL-1F7, IL-1H4, IL-1RP1, IL1F7"	ENSG00000125571	"Interleukin 37"	Q9NZH6	2	112912971-112918882	"Predicted intracellular proteins, Predicted secreted proteins"		Cytokine	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	8	"skin 1: 136.8"	"Cell type enriched"	"Detected in some"	5	"Ionocytes: 18.3"	"Cancer enriched"	"Detected in some"	6	"lung cancer: 6.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bile duct cancer: 5.4"	"Skin - Keratinocyte (granular)"									"HPA054371, HPA057950"	Uncertain		Supported	Nucleoplasm,Vesicles	"Secreted to blood"	NA	NA	76700		"Cluster 48: NK-cells - Unknown function"	"Cluster 61: Skin - Cornification"	"Cluster 46: Non-specific - Unknown function"	"Cluster 5: Bronchus - Unknown function"	"Nucleoplasm, Vesicles"		"HPA054371: AB_2682465, HPA057950: AB_2683561"	"unprognostic (1.79e-1)"	"unprognostic (1.29e-1)"	"unprognostic (1.64e-1)"	"unprognostic (3.71e-5)"	"unprognostic (1.11e-1)"	"unprognostic (2.58e-2)"		"unprognostic (1.09e-2)"	"unprognostic (1.28e-2)"	"unprognostic (9.54e-2)"	"unprognostic (8.26e-3)"			"unprognostic (3.95e-2)"	"unprognostic (1.66e-1)"	"unprognostic (8.92e-2)"	"unprognostic (1.35e-2)"
